@relation 2dplanes

@attribute x1 numeric
@attribute x2 numeric
@attribute x3 numeric
@attribute x4 numeric
@attribute x5 numeric
@attribute x6 numeric
@attribute x7 numeric
@attribute x8 numeric
@attribute x9 numeric
@attribute x10 numeric
@attribute binaryClass {P,N}

@data
-1,-1,1,-1,0,0,0,0,1,-1,P
1,1,-1,-1,0,0,0,0,-1,0,N
-1,0,-1,-1,-1,0,0,0,-1,0,P
-1,0,0,0,-1,1,1,1,-1,1,P
1,1,0,1,0,0,0,1,-1,0,N
1,1,-1,1,1,1,-1,-1,1,0,N
-1,-1,0,-1,1,0,0,1,-1,-1,N
1,1,1,0,1,0,1,-1,0,1,N
1,0,1,-1,0,-1,-1,-1,0,-1,N
1,0,-1,1,-1,-1,1,1,1,0,N
-1,1,-1,0,-1,1,0,-1,1,1,P
-1,1,-1,1,-1,-1,-1,-1,1,0,P
1,0,0,-1,0,-1,1,-1,-1,0,N
-1,-1,-1,1,-1,1,0,1,0,1,P
1,-1,0,0,1,0,-1,0,1,-1,N
1,0,1,1,0,1,1,1,0,1,N
1,-1,0,0,-1,1,-1,1,0,1,P
-1,1,1,-1,0,-1,0,1,1,-1,P
1,1,0,1,1,0,0,-1,0,1,N
1,0,0,-1,0,1,-1,0,0,1,N
1,0,0,1,-1,1,0,1,-1,1,N
-1,-1,-1,1,1,-1,0,1,-1,0,P
-1,1,0,1,0,-1,1,-1,-1,1,P
-1,1,0,1,-1,1,-1,-1,0,0,P
1,-1,-1,-1,-1,1,1,-1,1,0,P
-1,-1,0,-1,0,1,-1,-1,-1,0,P
-1,0,0,-1,-1,-1,0,0,1,0,P
-1,-1,1,0,-1,1,0,-1,-1,1,P
-1,-1,-1,1,1,-1,-1,1,1,-1,P
1,-1,-1,0,0,1,0,0,-1,-1,P
1,-1,-1,0,0,-1,1,1,1,1,P
1,-1,-1,1,0,-1,0,-1,1,-1,P
1,0,0,1,-1,-1,1,0,-1,-1,N
-1,1,0,1,1,1,-1,-1,1,0,N
-1,0,-1,0,1,0,1,1,1,-1,N
-1,-1,0,0,-1,0,0,0,0,0,P
-1,-1,1,1,1,-1,0,-1,0,-1,P
-1,0,-1,-1,0,0,0,1,-1,1,P
1,1,0,-1,1,-1,1,0,1,-1,N
-1,-1,1,1,0,-1,0,1,-1,1,P
-1,1,-1,-1,-1,0,0,0,-1,1,P
1,-1,0,1,0,0,0,0,0,-1,N
1,-1,-1,0,-1,1,-1,0,0,0,P
1,1,-1,1,1,-1,0,1,1,0,N
1,0,1,0,0,-1,1,-1,0,1,N
-1,-1,-1,-1,0,1,0,0,-1,-1,P
-1,1,1,0,-1,0,0,0,-1,0,P
-1,1,-1,1,-1,1,-1,1,1,1,P
1,1,1,0,1,0,1,1,1,-1,N
-1,-1,0,1,0,1,-1,1,-1,0,N
1,1,1,0,1,0,0,0,1,-1,N
1,1,-1,1,0,0,1,1,-1,-1,N
-1,1,-1,1,0,1,0,0,0,1,P
-1,-1,-1,0,-1,1,-1,1,1,-1,P
1,0,-1,1,-1,0,0,-1,1,-1,N
-1,-1,0,1,0,0,0,-1,-1,-1,P
-1,-1,1,-1,1,-1,1,1,-1,-1,P
1,1,-1,-1,1,1,1,0,0,1,N
-1,-1,1,1,-1,1,1,-1,0,1,P
-1,0,1,0,-1,0,1,0,-1,-1,P
1,1,0,1,-1,1,0,-1,-1,1,N
1,0,1,1,0,1,0,-1,1,0,N
1,1,1,0,0,0,1,0,1,1,N
1,0,0,0,-1,1,0,1,-1,-1,N
-1,0,-1,0,1,1,0,1,-1,-1,N
-1,-1,-1,0,1,1,1,-1,1,1,N
-1,-1,0,1,-1,-1,0,0,1,1,P
1,-1,-1,0,1,1,0,-1,-1,1,P
-1,1,1,0,-1,1,0,1,1,1,P
1,-1,1,0,0,1,1,0,0,1,N
-1,-1,0,-1,-1,0,-1,-1,1,0,P
1,1,-1,-1,-1,1,-1,1,0,0,N
-1,0,1,0,0,1,1,1,-1,0,P
1,-1,0,-1,-1,0,1,1,1,-1,P
1,1,0,-1,1,1,-1,0,-1,1,N
1,-1,-1,1,-1,0,1,0,1,1,P
1,0,0,-1,-1,-1,-1,1,0,-1,N
1,-1,0,0,0,1,1,-1,-1,-1,P
1,0,-1,1,-1,1,-1,0,0,0,N
-1,-1,-1,1,-1,-1,1,0,-1,-1,P
-1,-1,-1,0,1,1,0,0,-1,0,N
1,1,0,0,-1,1,1,0,1,0,N
1,0,1,1,1,1,0,1,1,1,N
-1,-1,-1,-1,0,0,1,-1,1,0,P
1,0,0,1,-1,-1,-1,1,1,-1,N
-1,-1,-1,1,0,1,-1,-1,0,0,P
1,0,0,-1,1,1,0,1,1,0,N
1,1,1,-1,1,0,0,0,1,1,N
1,-1,-1,-1,0,-1,-1,1,0,-1,P
-1,-1,1,0,0,1,0,0,-1,-1,P
-1,0,-1,0,-1,-1,-1,1,0,0,P
-1,-1,1,0,1,1,-1,0,1,0,N
1,1,0,1,1,-1,1,-1,1,0,N
1,0,1,-1,0,0,0,-1,0,1,N
-1,0,-1,1,0,-1,-1,-1,0,0,P
1,1,0,1,0,-1,1,1,-1,1,N
-1,-1,0,0,0,1,0,-1,1,0,P
-1,-1,1,0,0,0,1,0,1,0,P
1,-1,0,-1,0,0,0,-1,1,0,P
1,1,0,-1,1,0,-1,0,-1,1,N
-1,0,1,1,-1,1,-1,0,0,1,P
1,1,0,1,1,1,1,1,0,1,N
1,-1,0,1,1,1,-1,-1,0,1,N
1,1,1,-1,1,0,-1,0,1,-1,N
-1,1,1,-1,1,0,1,-1,-1,1,N
-1,-1,-1,-1,1,0,-1,-1,0,0,P
1,1,0,0,1,-1,1,0,0,0,N
-1,1,0,0,0,0,-1,1,1,1,P
-1,0,-1,1,1,1,-1,-1,1,1,N
-1,1,0,-1,0,-1,1,0,0,0,P
1,1,0,-1,0,-1,-1,0,0,-1,N
1,1,-1,0,0,0,0,0,1,1,N
-1,0,-1,-1,0,1,1,-1,-1,0,N
1,-1,-1,0,0,0,-1,1,1,0,P
-1,0,1,0,1,1,1,0,1,-1,N
1,1,-1,-1,0,0,0,0,0,0,N
1,0,0,1,1,0,1,-1,0,0,N
-1,-1,0,1,-1,1,1,-1,0,-1,P
1,0,0,0,0,-1,-1,-1,0,1,N
-1,-1,0,0,-1,1,0,1,-1,0,P
1,-1,0,0,0,-1,-1,-1,-1,1,P
1,1,1,1,1,1,-1,0,-1,1,N
-1,-1,1,1,1,1,-1,1,-1,-1,N
-1,0,1,0,1,1,1,1,-1,0,N
1,0,0,0,0,-1,0,-1,0,1,N
-1,-1,0,-1,0,0,-1,1,-1,0,P
1,-1,1,1,-1,-1,0,0,1,-1,N
1,1,0,0,1,-1,1,-1,-1,-1,N
1,0,1,0,1,1,-1,1,1,0,N
1,-1,0,0,0,-1,-1,0,0,0,N
1,0,0,1,1,-1,0,0,-1,1,N
1,0,1,-1,1,-1,-1,1,-1,1,N
1,-1,1,1,1,-1,1,-1,-1,0,N
1,-1,1,-1,-1,-1,1,-1,0,1,P
-1,0,-1,0,1,0,-1,1,0,0,P
-1,-1,-1,0,0,-1,-1,-1,1,1,P
-1,1,1,-1,-1,1,0,1,0,0,P
1,-1,0,0,0,1,1,0,-1,0,N
-1,-1,0,1,-1,1,0,-1,1,0,P
1,1,0,1,0,1,1,1,1,1,N
-1,1,-1,1,-1,1,1,1,0,0,P
1,-1,-1,-1,1,1,1,-1,-1,1,P
1,-1,-1,0,0,-1,0,-1,0,1,P
-1,-1,0,0,1,-1,0,0,1,-1,P
1,-1,-1,0,-1,-1,1,-1,-1,1,P
1,0,-1,1,1,1,1,-1,0,0,N
-1,1,-1,0,1,-1,0,1,0,0,P
1,1,0,-1,1,0,-1,-1,-1,0,N
-1,0,-1,0,0,1,-1,0,1,1,P
-1,1,1,-1,1,1,-1,-1,-1,-1,N
-1,-1,1,-1,1,-1,-1,1,0,-1,P
-1,-1,1,-1,1,0,-1,1,1,-1,N
-1,0,-1,-1,-1,1,-1,0,-1,1,P
1,-1,0,-1,0,-1,0,-1,0,1,P
-1,1,-1,0,1,-1,-1,1,-1,-1,P
1,1,0,0,-1,0,1,1,1,1,N
-1,1,1,0,-1,1,0,0,0,1,P
1,0,0,-1,-1,1,1,0,1,-1,N
1,0,0,-1,0,-1,0,-1,0,-1,N
-1,0,-1,0,1,1,-1,-1,-1,0,N
1,1,-1,0,0,0,1,1,0,1,N
-1,1,-1,0,1,-1,0,1,0,0,P
1,0,1,1,0,0,0,-1,1,-1,N
-1,-1,0,0,0,1,1,0,-1,0,N
-1,-1,0,0,-1,1,1,1,0,1,P
-1,-1,0,1,1,0,0,-1,-1,1,N
1,-1,0,-1,1,0,-1,-1,-1,-1,P
1,-1,1,-1,1,-1,1,1,-1,-1,N
-1,-1,0,0,-1,1,-1,-1,-1,-1,P
1,0,1,0,-1,0,1,1,1,1,N
-1,0,-1,1,0,1,0,-1,0,1,P
-1,0,-1,1,1,0,-1,1,1,0,P
1,-1,1,-1,1,0,0,0,-1,-1,N
1,-1,-1,-1,1,0,1,-1,0,0,P
1,1,-1,0,-1,0,0,-1,-1,-1,N
1,0,0,-1,-1,-1,-1,-1,-1,-1,N
-1,-1,-1,1,-1,-1,0,0,1,0,P
-1,0,-1,1,1,1,-1,0,1,0,N
-1,-1,-1,-1,0,-1,1,0,1,-1,P
-1,1,1,1,1,0,1,1,0,0,N
1,0,0,1,-1,-1,1,1,-1,-1,N
1,-1,0,1,-1,-1,-1,-1,0,-1,N
-1,1,0,0,0,0,1,1,-1,0,P
-1,1,1,0,-1,0,0,-1,-1,-1,P
1,0,-1,0,1,1,0,1,0,1,P
-1,1,0,-1,0,-1,1,-1,-1,1,P
-1,1,0,-1,1,-1,-1,0,0,1,P
-1,0,1,0,-1,-1,1,-1,-1,1,P
-1,0,1,-1,0,1,1,0,0,0,P
1,0,1,-1,-1,-1,0,0,-1,-1,N
1,-1,1,1,-1,-1,-1,1,-1,1,N
-1,1,1,-1,0,-1,-1,0,0,0,P
-1,-1,-1,1,-1,1,0,1,1,1,P
-1,0,-1,1,0,0,-1,-1,1,0,P
1,1,0,1,-1,0,1,1,0,-1,N
1,0,1,0,0,0,0,0,0,-1,N
-1,-1,0,1,0,1,0,0,-1,0,N
1,1,1,1,-1,1,0,0,-1,0,N
-1,1,1,1,1,1,0,1,-1,1,N
1,0,-1,0,-1,-1,0,1,1,-1,N
1,1,-1,-1,1,-1,-1,0,-1,-1,N
1,1,1,1,-1,0,-1,1,-1,0,N
-1,1,0,-1,-1,0,-1,-1,1,-1,P
-1,0,0,1,0,1,0,0,0,1,P
-1,0,0,0,0,-1,1,0,-1,1,P
1,1,0,0,0,1,0,0,1,0,N
1,-1,1,0,-1,0,1,1,1,0,N
-1,-1,-1,-1,-1,-1,-1,1,1,1,P
1,-1,0,0,1,1,0,1,-1,0,N
1,-1,-1,-1,-1,0,1,-1,1,1,P
1,0,1,1,0,-1,0,1,0,-1,N
-1,0,0,0,-1,1,0,1,1,-1,P
1,1,0,-1,-1,0,0,0,1,-1,N
1,-1,0,0,-1,-1,-1,1,0,0,N
1,1,0,1,1,1,-1,0,0,1,N
1,0,-1,1,0,-1,0,1,1,-1,N
-1,1,0,1,1,-1,-1,1,0,-1,P
1,-1,0,-1,-1,1,-1,-1,-1,-1,P
-1,1,0,-1,1,-1,-1,-1,-1,1,P
1,0,-1,1,0,0,0,1,1,0,N
1,0,-1,0,1,-1,0,1,-1,0,N
1,-1,-1,1,0,1,1,1,0,-1,P
1,0,1,0,0,-1,0,1,1,-1,N
-1,-1,-1,1,0,-1,0,0,-1,-1,P
-1,0,1,-1,-1,-1,1,0,-1,0,P
-1,0,-1,-1,-1,-1,-1,-1,1,0,P
-1,-1,0,0,1,1,-1,0,-1,1,N
1,1,-1,1,1,-1,1,-1,-1,0,N
1,-1,1,1,-1,1,1,0,-1,1,N
1,0,0,-1,1,1,1,-1,1,-1,N
1,0,-1,0,-1,0,0,0,0,1,N
1,0,-1,-1,1,-1,0,1,-1,0,P
-1,0,0,0,-1,1,-1,0,-1,0,P
-1,0,1,1,1,-1,1,1,1,0,P
1,-1,-1,1,-1,-1,-1,1,1,1,P
1,-1,1,0,-1,-1,-1,0,1,-1,N
-1,-1,0,1,-1,-1,1,-1,1,-1,P
1,0,1,1,0,0,0,1,0,1,N
-1,-1,0,-1,1,0,1,-1,0,-1,N
1,1,-1,0,-1,0,0,0,-1,0,N
1,-1,1,0,0,0,1,0,1,1,N
1,0,-1,-1,1,-1,0,0,1,-1,N
1,0,0,1,-1,-1,-1,1,0,1,N
-1,1,0,0,-1,1,-1,-1,-1,0,P
-1,-1,-1,1,1,-1,1,0,-1,-1,P
-1,0,1,0,0,-1,0,-1,0,-1,P
1,1,0,1,1,-1,1,1,1,1,N
1,0,1,0,0,1,-1,-1,0,0,N
1,-1,-1,1,1,0,-1,0,0,1,P
1,0,-1,-1,0,-1,-1,1,1,0,P
-1,0,1,1,1,0,-1,1,-1,0,P
1,0,-1,1,0,0,1,-1,-1,0,N
-1,-1,1,1,-1,1,1,1,-1,0,P
1,0,-1,0,0,1,1,1,-1,0,N
1,0,-1,1,1,0,-1,0,-1,-1,N
1,0,-1,0,-1,1,-1,0,-1,1,P
1,1,0,1,1,1,0,0,-1,0,N
-1,1,-1,1,-1,1,0,1,1,1,P
-1,1,1,-1,-1,0,-1,0,1,1,P
-1,-1,-1,1,0,1,-1,-1,0,-1,P
-1,0,0,1,0,-1,0,1,-1,0,P
-1,-1,1,0,-1,0,0,-1,0,1,P
1,1,1,-1,-1,1,0,1,0,0,N
-1,-1,0,0,0,-1,0,0,0,0,P
-1,-1,-1,-1,-1,0,0,0,-1,-1,P
-1,-1,0,-1,0,1,1,1,-1,1,N
-1,0,1,-1,-1,1,1,1,0,-1,P
1,1,0,-1,0,-1,1,-1,0,1,N
1,0,0,0,1,1,0,0,-1,0,N
-1,-1,1,-1,0,1,1,0,0,0,N
-1,-1,-1,0,-1,1,-1,0,1,0,P
-1,1,-1,1,1,0,1,0,-1,0,N
-1,0,-1,1,0,1,-1,1,-1,-1,P
-1,0,0,0,0,1,0,1,-1,1,P
1,0,-1,1,-1,-1,1,0,0,1,N
-1,1,-1,1,1,1,-1,-1,1,-1,N
-1,0,-1,0,-1,0,0,0,-1,-1,P
1,1,1,0,-1,0,-1,0,1,-1,N
1,-1,0,1,1,-1,1,0,1,0,N
-1,0,1,-1,1,1,1,0,1,1,N
-1,1,0,1,0,0,0,0,0,1,P
-1,1,0,0,1,1,0,1,-1,0,N
1,-1,1,1,1,0,-1,-1,-1,-1,N
-1,-1,0,1,-1,0,-1,1,-1,-1,P
-1,0,0,1,1,0,-1,0,0,1,P
1,0,-1,1,-1,1,-1,-1,1,1,N
-1,0,-1,0,0,0,-1,0,-1,1,P
-1,0,0,1,-1,-1,-1,-1,1,1,P
1,-1,0,-1,-1,0,-1,0,-1,1,P
1,1,-1,-1,0,-1,1,0,0,1,N
-1,0,-1,0,-1,0,0,1,1,0,P
-1,-1,-1,-1,1,1,-1,-1,1,-1,P
-1,0,1,-1,1,0,0,-1,1,1,N
-1,-1,1,0,1,-1,0,1,1,-1,P
1,0,0,-1,0,0,0,0,-1,0,N
1,1,-1,-1,0,-1,-1,-1,0,1,N
1,1,-1,1,-1,-1,0,0,1,0,N
1,0,-1,-1,1,0,1,1,-1,0,N
-1,-1,0,0,0,0,0,0,-1,-1,P
-1,-1,1,1,1,-1,1,0,1,-1,P
-1,1,1,-1,1,-1,0,1,1,0,P
-1,-1,-1,1,-1,1,0,1,1,0,P
-1,0,0,-1,-1,-1,1,-1,0,0,P
1,0,-1,0,1,-1,1,-1,1,-1,P
1,-1,-1,1,0,1,0,-1,1,0,P
-1,-1,-1,-1,-1,0,-1,0,-1,0,P
1,1,0,-1,1,-1,-1,1,-1,-1,N
-1,0,1,1,0,1,0,-1,1,-1,P
-1,1,0,1,-1,-1,0,0,-1,0,P
-1,-1,-1,0,1,1,0,1,1,-1,N
1,-1,1,1,1,1,0,0,-1,-1,N
1,-1,0,1,-1,-1,0,0,1,-1,N
-1,0,-1,0,0,0,-1,1,1,-1,P
1,1,-1,0,0,1,-1,1,1,0,N
-1,1,0,1,-1,-1,-1,-1,1,-1,P
-1,1,0,0,0,1,1,1,0,-1,N
-1,-1,0,0,-1,0,-1,0,1,-1,P
1,0,-1,1,0,1,0,0,0,1,N
1,-1,1,1,0,1,1,1,-1,-1,N
1,0,1,1,0,0,0,-1,-1,1,N
1,-1,1,0,1,-1,0,-1,0,1,N
1,0,1,1,-1,0,0,0,0,0,N
-1,1,-1,-1,1,1,0,0,1,-1,N
-1,0,1,-1,1,0,0,0,0,1,N
-1,-1,1,0,1,-1,1,0,1,-1,P
1,-1,-1,-1,1,-1,0,0,0,-1,P
1,1,1,-1,1,1,-1,1,1,0,N
1,1,1,1,-1,0,0,-1,0,-1,N
1,0,1,1,0,0,0,1,-1,0,N
-1,1,-1,0,1,1,1,0,0,0,N
-1,1,-1,0,-1,0,0,-1,-1,1,P
-1,-1,-1,0,1,1,0,-1,0,-1,N
1,0,0,1,0,0,0,-1,0,-1,N
1,-1,0,-1,-1,-1,0,0,1,0,P
1,1,1,-1,1,1,-1,1,0,0,N
1,-1,-1,0,-1,-1,0,1,0,-1,P
1,1,0,0,-1,0,-1,0,1,1,N
-1,0,-1,1,0,0,0,-1,1,0,P
1,0,1,-1,-1,1,0,0,1,-1,N
1,1,-1,0,-1,1,-1,0,0,0,N
-1,-1,1,-1,1,0,0,1,0,1,P
1,0,1,-1,1,1,-1,0,1,-1,N
1,-1,-1,-1,1,0,1,-1,-1,1,P
1,-1,0,0,-1,-1,-1,1,1,1,P
-1,1,-1,0,1,1,-1,0,1,1,N
1,-1,-1,-1,1,-1,1,-1,1,1,P
1,-1,1,1,1,0,-1,1,0,1,N
-1,1,0,-1,0,1,0,1,1,1,P
1,-1,1,0,0,0,-1,0,1,1,N
1,-1,1,1,0,-1,-1,0,1,-1,N
-1,1,0,1,-1,0,0,-1,1,1,P
-1,-1,0,1,0,0,-1,1,0,0,P
-1,0,-1,-1,-1,0,0,0,-1,0,P
1,-1,0,1,0,1,-1,0,-1,1,N
-1,-1,-1,0,0,0,1,-1,-1,0,P
-1,-1,1,0,0,-1,-1,0,1,0,P
1,-1,0,-1,-1,0,1,0,-1,-1,N
-1,1,-1,0,1,0,-1,-1,-1,-1,P
-1,-1,-1,1,-1,-1,0,-1,1,1,P
1,0,0,1,0,-1,-1,-1,1,-1,N
1,0,-1,0,0,-1,1,0,1,1,N
-1,1,1,-1,1,-1,0,-1,0,-1,P
-1,-1,1,0,1,0,0,1,-1,1,N
1,-1,1,0,0,0,-1,0,-1,0,N
-1,0,-1,1,1,-1,1,-1,-1,1,P
-1,1,1,0,0,1,1,1,0,1,P
-1,-1,-1,-1,-1,1,-1,0,0,0,P
-1,1,1,1,1,0,1,0,-1,0,N
-1,0,1,-1,0,-1,0,-1,0,1,P
-1,0,-1,1,-1,-1,-1,1,-1,-1,P
-1,1,0,1,0,0,-1,0,1,0,P
-1,-1,-1,-1,1,-1,-1,0,-1,0,P
-1,1,1,0,1,0,1,-1,1,0,N
-1,1,-1,-1,1,0,-1,1,0,1,P
-1,-1,-1,0,0,1,1,0,-1,0,P
1,0,0,0,-1,1,1,1,0,-1,N
1,-1,1,-1,1,0,1,1,-1,-1,P
1,0,-1,0,-1,1,0,1,-1,1,N
-1,0,-1,-1,-1,0,1,1,-1,0,P
-1,1,1,1,0,0,1,1,0,0,P
1,-1,-1,1,1,-1,-1,0,-1,-1,P
-1,-1,0,0,1,1,1,-1,-1,1,N
1,0,-1,0,-1,0,1,1,1,-1,N
-1,1,0,0,-1,-1,0,0,-1,1,P
-1,-1,1,1,0,-1,-1,0,-1,1,P
1,-1,0,-1,1,1,-1,-1,-1,0,P
1,0,0,-1,1,-1,1,0,0,-1,N
-1,1,-1,0,0,-1,1,-1,-1,0,P
1,0,1,-1,1,-1,-1,0,1,-1,N
-1,-1,0,1,0,0,-1,1,1,1,P
1,0,0,-1,1,0,1,-1,1,0,N
-1,1,-1,-1,1,0,-1,-1,-1,1,N
-1,0,1,0,1,-1,-1,0,-1,0,P
-1,-1,1,1,-1,-1,0,1,0,-1,P
-1,0,-1,0,0,0,1,1,0,1,P
-1,0,1,-1,-1,1,0,0,1,1,P
1,0,1,0,0,-1,-1,1,1,0,N
-1,0,0,0,-1,0,1,1,0,-1,P
1,1,1,-1,-1,1,1,1,-1,1,N
1,-1,1,0,1,-1,-1,1,-1,-1,N
1,0,1,0,1,-1,-1,1,1,-1,N
-1,1,0,0,0,0,-1,0,1,0,P
1,1,-1,0,-1,1,1,0,1,1,N
1,-1,1,0,1,1,0,0,-1,0,N
1,1,1,-1,1,-1,0,1,0,0,N
-1,-1,-1,1,1,-1,-1,0,0,0,P
-1,1,0,1,0,1,-1,-1,1,1,P
1,1,0,0,1,1,1,-1,0,0,N
-1,-1,0,-1,0,0,1,-1,1,1,P
1,1,0,0,1,1,-1,-1,1,0,N
-1,-1,1,1,0,-1,1,1,1,-1,P
1,-1,1,-1,0,0,-1,-1,1,1,N
1,-1,0,0,0,0,-1,-1,-1,1,N
1,-1,-1,-1,-1,1,-1,-1,1,-1,P
-1,-1,0,0,0,-1,0,0,1,1,P
1,-1,-1,1,0,0,0,1,-1,0,P
-1,1,0,1,0,0,-1,1,-1,-1,P
-1,0,0,0,0,-1,0,0,1,1,P
1,0,1,1,-1,1,-1,1,1,0,N
1,0,1,0,0,0,1,0,0,-1,N
1,0,1,-1,-1,1,1,0,-1,1,N
-1,-1,-1,0,1,1,-1,0,0,-1,N
1,1,1,1,0,0,0,0,1,0,N
1,1,-1,0,-1,-1,0,0,1,0,N
1,1,1,1,1,-1,0,-1,1,1,N
-1,0,1,-1,-1,1,0,1,0,-1,P
1,0,-1,0,0,0,-1,1,-1,-1,N
1,1,1,0,1,0,-1,0,-1,-1,N
1,0,0,-1,1,-1,-1,1,0,-1,N
1,-1,1,-1,-1,-1,1,1,1,1,N
-1,1,1,-1,0,0,1,-1,0,0,P
1,1,1,1,-1,1,1,0,-1,-1,N
-1,1,1,0,0,-1,-1,1,0,-1,P
1,1,-1,1,1,-1,1,1,0,-1,N
1,1,0,0,-1,0,-1,0,0,1,N
1,0,1,1,0,1,0,1,1,0,N
-1,0,1,-1,-1,1,-1,0,-1,-1,P
1,-1,0,0,0,-1,1,0,0,0,P
-1,0,-1,0,0,0,1,-1,-1,0,P
1,0,-1,-1,1,1,0,0,-1,0,P
1,0,1,0,-1,1,-1,-1,-1,0,N
-1,1,0,-1,-1,-1,-1,-1,-1,0,P
-1,1,1,1,-1,-1,1,0,0,1,P
-1,1,-1,-1,-1,-1,0,0,0,-1,P
-1,1,0,1,-1,1,1,0,1,-1,P
-1,-1,1,-1,1,1,-1,-1,0,1,N
-1,1,1,-1,1,1,0,-1,0,1,N
1,-1,0,-1,-1,1,1,0,1,1,P
1,1,1,0,-1,0,0,1,1,-1,N
1,1,0,1,1,-1,1,1,0,1,N
-1,1,0,1,1,-1,1,0,0,-1,N
1,0,-1,0,-1,-1,-1,1,1,1,P
-1,1,-1,-1,0,-1,0,0,-1,1,P
-1,-1,1,0,0,-1,1,-1,0,0,P
1,0,-1,0,0,0,1,-1,1,0,N
-1,1,-1,0,1,0,-1,1,0,1,P
1,1,1,-1,-1,-1,-1,1,-1,1,N
1,0,0,0,-1,1,0,1,1,1,N
-1,-1,1,1,1,1,1,1,0,-1,N
1,1,0,-1,-1,-1,1,1,1,1,N
1,-1,-1,-1,0,0,1,-1,-1,0,P
1,-1,1,1,-1,1,0,0,1,0,N
-1,0,-1,0,0,1,1,1,-1,0,N
-1,0,-1,1,-1,0,-1,-1,1,-1,P
1,0,1,-1,-1,0,-1,-1,1,-1,N
1,0,0,1,0,1,1,0,-1,-1,N
1,-1,-1,1,0,1,-1,-1,1,0,N
1,-1,0,-1,0,0,-1,0,0,1,P
1,-1,-1,0,0,1,1,0,0,1,P
1,-1,1,-1,-1,0,1,1,-1,-1,N
1,0,0,-1,1,0,-1,-1,-1,0,N
1,0,1,0,1,0,0,1,1,1,N
-1,-1,1,1,0,1,1,-1,0,0,N
-1,0,0,0,1,0,0,-1,-1,0,N
1,0,-1,-1,0,0,-1,1,0,0,P
-1,1,1,-1,-1,-1,0,-1,1,1,P
-1,1,0,1,1,0,-1,1,0,-1,P
-1,1,0,1,-1,-1,0,1,1,0,P
1,-1,1,0,0,0,1,0,1,1,P
1,0,0,-1,-1,-1,1,1,0,1,N
-1,-1,1,1,0,-1,1,1,-1,-1,P
1,1,-1,-1,0,-1,1,-1,1,1,N
1,-1,-1,1,-1,1,0,0,-1,-1,P
-1,1,-1,0,0,1,-1,-1,-1,-1,P
-1,-1,1,1,0,-1,-1,1,0,0,P
1,-1,0,1,0,-1,0,1,-1,0,N
-1,-1,1,1,0,0,-1,-1,1,1,P
-1,-1,1,-1,-1,1,-1,1,1,0,P
-1,1,-1,-1,0,-1,0,0,0,1,P
-1,0,-1,0,0,-1,-1,0,0,0,P
1,-1,1,0,1,-1,1,-1,0,-1,N
1,-1,1,1,-1,0,0,1,1,1,N
1,-1,-1,1,1,1,-1,1,-1,-1,P
1,-1,0,0,0,-1,-1,1,0,-1,P
1,1,0,-1,-1,-1,1,0,1,0,N
-1,-1,1,-1,0,-1,-1,-1,0,0,P
-1,-1,1,0,-1,0,-1,1,-1,-1,P
-1,0,1,0,-1,-1,0,1,1,-1,P
1,1,1,-1,0,-1,1,1,1,-1,N
1,1,-1,1,-1,0,-1,0,0,-1,N
1,-1,0,1,1,1,-1,-1,1,0,N
-1,1,-1,-1,-1,1,1,-1,-1,0,P
-1,1,0,0,1,-1,-1,1,0,-1,P
-1,1,0,1,0,0,1,-1,1,-1,P
1,-1,1,1,1,0,1,1,1,0,N
1,0,0,0,-1,-1,-1,1,0,-1,N
1,1,1,0,0,0,0,0,-1,-1,N
1,-1,0,1,1,-1,0,0,1,-1,N
-1,0,1,-1,0,-1,0,1,1,-1,P
1,-1,0,0,0,-1,1,-1,0,-1,P
-1,0,1,1,1,1,-1,1,-1,0,N
-1,-1,-1,1,-1,-1,1,1,1,-1,P
1,0,0,0,0,1,0,-1,-1,-1,N
-1,1,-1,1,1,0,0,1,1,0,N
1,-1,0,0,-1,0,0,0,-1,1,N
-1,1,1,-1,-1,1,0,0,1,-1,P
-1,-1,1,0,1,1,0,0,1,0,N
-1,-1,1,1,1,-1,1,-1,-1,1,P
1,1,0,-1,0,1,1,-1,1,0,N
1,1,1,-1,0,1,-1,0,-1,1,N
-1,-1,-1,1,0,0,0,0,1,-1,P
1,0,-1,-1,0,0,0,-1,1,0,P
1,1,0,0,-1,-1,-1,0,1,1,N
1,-1,-1,-1,0,-1,1,0,1,-1,P
1,-1,-1,-1,1,1,0,-1,0,0,P
1,0,-1,-1,1,-1,-1,-1,0,1,P
-1,1,1,-1,0,1,-1,-1,-1,1,P
1,0,-1,0,0,0,0,0,1,1,N
-1,-1,-1,0,1,1,1,0,1,1,N
-1,1,-1,0,0,-1,1,-1,0,0,P
1,0,1,-1,1,0,-1,-1,0,1,N
1,0,1,-1,0,1,1,1,1,0,N
1,1,0,0,0,1,0,1,1,-1,N
-1,0,-1,0,-1,-1,1,0,1,-1,P
1,-1,0,0,1,0,1,1,1,-1,P
1,-1,1,-1,0,1,0,0,-1,-1,N
-1,1,0,0,0,1,-1,-1,-1,-1,P
-1,1,-1,1,0,-1,0,0,0,1,P
1,-1,1,1,-1,0,1,-1,1,-1,N
1,-1,1,1,-1,1,-1,1,-1,-1,N
1,0,-1,1,-1,1,-1,-1,1,1,N
1,-1,0,0,1,0,-1,-1,0,0,P
-1,0,0,-1,0,-1,1,0,0,0,P
