@relation space_ga

@attribute ln(VOTES/POP) numeric
@attribute POP numeric
@attribute EDUCATION numeric
@attribute HOUSES numeric
@attribute INCOME numeric
@attribute XCOORD numeric
@attribute binaryClass {P,N}

@data
-0.4446,9.367259,8.9091,8.357259,11.668638,-95623017,N
-0.349722,9.263407,8.678972,8.353261,11.450678,-92317007,N
-0.348787,8.739056,8.175266,7.845416,10.807159,-93783863,N
-0.468691,9.547098,9.075665,8.535622,11.892957,-95154581,N
-0.478414,9.606024,8.966484,8.643473,11.727642,-91340623,N
-0.464146,10.599181,10.070103,9.613803,12.923547,-90534271,N
-0.495437,9.482883,8.867568,8.513587,11.710521,-95383703,N
-0.46844,9.938372,9.50301,8.996776,12.307889,-94037986,N
-0.500698,8.777093,8.158802,7.849324,10.88172,-92410181,N
-0.46933,8.9118,8.206856,7.849714,10.800371,-93783594,N
-0.474612,9.435721,8.817001,8.484463,11.633903,-91366843,N
-0.484132,10.408255,9.893538,9.452973,12.755436,-91174917,N
-0.431112,9.346007,8.915029,8.434681,11.650354,-95151784,N
-0.428995,11.063383,10.45184,9.982992,13.403204,-90885767,N
-0.504516,9.15694,8.604838,8.176392,11.418527,-94669178,N
-0.447359,9.799459,9.228377,8.869539,11.986037,-91845342,N
-0.417529,9.535535,9.033365,8.609772,11.775644,-92789780,N
-0.517771,9.162829,8.645059,8.197539,11.387974,-93260473,N
-0.504561,8.830835,8.326759,7.850883,10.968112,-95599944,N
-0.393893,9.083189,8.606668,8.127109,11.32283,-94391450,N
-0.379025,9.236398,8.737132,8.277412,11.599718,-92790958,N
-0.465186,9.080232,8.541495,8.148446,11.214182,-94501129,N
-0.448945,9.468851,8.991936,8.48343,11.751651,-93709227,N
-0.473261,9.187993,8.667508,8.233769,11.448494,-93742557,N
-0.472018,9.674326,9.111845,8.703341,11.915292,-93241515,N
-0.496085,9.357294,8.831712,8.390723,11.491784,-95809926,N
-0.486689,9.53003,8.986447,8.54091,11.746851,-91543838,N
-0.352055,8.978282,8.313852,8.058011,11.171941,-92315493,N
-0.409019,9.091557,8.5897,8.134761,11.385228,-94202591,N
-0.398088,8.776939,8.233238,7.798113,11.006324,-95513075,N
-0.395579,9.321166,8.771215,8.35538,11.584902,-92065664,N
-0.554282,9.631548,8.976894,8.662851,11.864012,-90576042,N
-0.432791,10.171757,9.641083,9.224243,12.463107,-93052619,N
-0.517952,9.413444,8.932477,8.352083,11.522024,-91948011,N
-0.394137,11.063022,10.494657,9.701065,13.342713,-91589563,N
-0.480273,9.575539,8.982436,8.562931,11.75544,-91131197,N
-0.454508,9.149847,8.606851,8.268475,11.293413,-92180601,N
-0.39541,9.631613,9.069583,8.637462,11.872382,-94196696,N
-0.527903,10.340645,9.790487,9.365034,12.62473,-91478060,N
-0.431077,11.698409,11.231384,10.692513,14.133352,-91594893,N
-0.598131,9.028459,8.473868,8.093768,11.285209,-91261528,N
-0.426941,8.929833,8.39931,8.034307,11.024383,-93326667,N
-0.358301,9.091895,8.432071,8.127109,11.297415,-96209069,N
-0.330169,9.095939,8.633019,8.158802,11.290294,-94014932,N
-0.485396,9.731394,9.098067,8.733272,11.881014,-92644966,N
-0.46296,9.974738,9.308193,8.954544,12.177781,-93101356,N
-0.422006,10.306617,9.840654,9.306105,12.657591,-93001746,N
-0.599042,9.152181,8.576028,8.13798,11.370474,-95618292,N
-0.403417,9.080004,8.542471,8.173857,11.348475,-92786385,N
-0.490561,9.063,8.484257,8.108021,11.185546,-95953364,N
-0.49041,8.81329,8.223895,7.908019,10.924841,-92869761,N
-0.496351,9.204825,8.683724,8.256088,11.420459,-95156377,N
-0.612961,10.238387,9.636327,9.254262,12.600541,-91113265,N
-0.460732,9.417598,8.804025,8.470102,11.64708,-95625507,N
-0.536819,8.693329,8.015658,7.74023,10.930443,-95619348,N
-0.591479,9.554639,9.040026,8.52536,11.709766,-95149618,N
-0.418891,9.113058,8.559869,8.117312,11.311201,-94679762,N
-0.511212,9.755567,9.156834,8.732788,12.020496,-96216082,N
-0.368198,9.01396,8.506132,8.034631,11.274211,-94678171,N
-0.42435,12.300237,11.848519,11.249689,14.738907,-93568953,N
-0.596276,11.005677,10.429281,10.008388,13.285674,-95545890,N
-0.446788,9.563037,9.009692,8.494129,11.742894,-92531890,N
-0.347528,8.434246,7.914252,7.534228,10.389118,-94244289,N
-0.497131,9.239705,8.667852,8.273337,11.46178,-95103827,N
-0.488025,11.6142,11.103904,10.546078,14.090366,-90622189,N
-0.47911,9.255123,8.741776,8.250881,11.463494,-95308893,N
-0.408026,9.966697,9.165029,8.960339,12.145781,-96177420,N
-0.42655,10.9552,10.279181,9.533293,13.133562,-93466437,N
-0.477733,9.537484,8.979543,8.598404,11.735381,-92532090,N
-0.38718,8.733111,8.159661,7.826044,10.747767,-94692003,N
-0.51912,9.215129,8.666475,8.287277,11.365029,-94242081,N
-0.520345,8.731013,8.165079,7.851661,10.702705,-91953155,N
-0.518415,10.297925,9.699656,9.395907,12.529224,-92409287,N
-0.414127,10.063947,9.630694,9.111845,12.41051,-93560432,N
-0.632264,9.571714,9.040382,8.594154,11.802269,-91716737,N
-0.41629,8.736007,8.148735,7.857481,10.709227,-93326465,N
-0.457383,10.411088,9.87899,9.380505,12.704442,-94178790,N
-0.38787,9.164192,8.603371,8.195058,11.362509,-93725049,N
-0.533608,9.671808,8.88142,8.548692,11.730445,-91843213,N
-0.504874,11.180204,10.650199,10.165583,13.455709,-96036639,N
-0.43818,8.806873,8.266421,7.895808,11.07815,-93265570,N
-0.517464,9.391912,8.89371,8.409608,11.676107,-93734605,N
-0.587294,9.338294,8.744966,8.445697,11.486571,-95300019,P
-0.519481,8.755107,8.090402,7.890583,10.839542,-95292028,P
-0.551917,9.485317,8.876545,8.429454,11.596586,-95314265,N
-0.501362,8.505728,8.016318,7.583756,10.816633,-98684494,P
-0.492392,10.028577,9.488048,9.072916,12.329184,-98755422,N
-0.509046,9.390743,8.773385,8.443331,11.515452,-94850608,P
-0.498689,9.078294,8.532279,8.131825,11.173641,-95562123,N
-0.538879,10.361861,9.881855,9.412056,12.718582,-96833952,P
-0.442813,7.822445,7.297091,6.896694,9.950037,-96593025,N
-0.568136,8.258422,7.629976,7.396949,10.324564,-96245394,P
-0.507197,9.683153,9.00036,8.815518,11.742933,-94845511,P
-0.433224,7.928766,7.358194,7.074117,10.112248,-101729512,N
-0.322871,7.579168,7.20786,6.674561,9.837935,-99817804,P
-0.443927,8.892199,8.409608,7.979681,11.000766,-97164368,N
-0.488822,9.157361,8.643297,8.16451,11.176977,-97655909,N
-0.63293,8.822175,8.190632,7.901748,11.018613,-95734573,P
-0.360697,7.561122,7.144407,6.639876,9.774347,-99281595,P
-0.56568,10.202072,9.644846,9.208939,12.455375,-96836897,P
-0.545094,10.277496,9.623774,9.288227,12.32028,-94851121,P
-0.401308,8.119994,7.600402,7.202661,10.313111,-100460052,N
-0.566751,9.597845,9.078065,8.673342,11.759239,-97157586,N
-0.580711,8.801921,8.134761,7.844241,10.852071,-95147708,N
-0.621394,10.888968,10.191819,9.471165,12.989595,-95286933,N
-0.371,8.069029,7.611842,7.171657,10.211524,-99304068,P
-0.492476,8.008366,7.404888,7.179308,9.969884,-96244716,P
-0.582947,9.863186,9.193499,8.758884,12.057138,-99314761,N
-0.415405,8.507951,8.009031,7.631432,10.56952,-98204928,N
-0.653126,9.670609,9.09257,8.645586,12.043224,-100746062,P
-0.580237,9.756089,9.22128,8.731013,12.045616,-99883228,P
-0.596741,9.680156,9.062884,8.741616,11.895177,-95287808,N
-1.214325,9.963265,9.252729,8.477828,12.086895,-96749488,N
-0.379223,7.861342,7.332369,7.013915,9.992414,-100491052,N
-0.340307,7.96346,7.473637,7.059618,10.16138,-99880425,N
-0.571232,8.431417,7.86442,7.38461,10.817215,-101309300,P
-0.547106,8.17611,7.575585,7.198931,10.452331,-100424208,P
-0.318358,7.171657,6.679599,6.242223,9.434923,-101804358,N
-0.46306,8.795128,8.277158,7.914252,10.888166,-96228051,P
-0.285316,7.511525,7.04316,6.630683,9.658865,-101793222,P
-0.516391,8.680332,8.183118,7.786967,10.868892,-98078004,P
-0.55389,10.019803,9.494842,8.961623,12.273549,-97424917,P
-0.529725,7.842279,7.307873,6.820016,10.107856,-100872917,P
-0.284293,7.41998,6.97073,6.522093,9.651366,-99898096,P
-0.469264,9.00036,8.546169,8.136811,11.182085,-95797903,N
-0.532027,9.274441,8.7977,8.405591,11.521865,-95381731,N
-0.321926,8.276649,7.840706,7.410952,10.286503,-98218036,N
-0.435286,12.163186,11.880156,11.178613,14.875546,-94822151,N
-0.487275,7.725771,7.160069,6.791221,10.060919,-101312731,P
-0.467838,8.787068,8.2247,7.832014,11.000832,-98135217,P
-0.419796,8.013674,7.555382,7.07327,10.23236,-99286898,P
-0.614431,9.81684,9.232591,8.910586,11.94113,-95297611,P
-0.255933,7.477038,7.038784,6.605298,9.733351,-100465793,N
-0.846397,10.566923,10.044987,9.325007,12.805022,-95038054,N
-0.309812,8.065579,7.548029,7.226936,10.112532,-98211032,N
-0.490843,8.70963,8.140316,7.826842,10.795875,-94840875,P
-0.367769,7.823646,7.297091,6.946014,9.993511,-101146684,N
-0.591339,10.176754,9.569133,9.026297,12.406222,-96150180,N
-0.546747,9.908177,9.354008,8.910316,12.140253,-97647545,N
-0.521886,9.246094,8.624073,8.314097,11.333715,-97097694,N
-0.45999,9.175542,8.624791,8.279951,11.318248,-96529168,N
-0.434275,8.15651,7.646354,7.224753,10.282335,-100359257,P
-0.61213,9.636261,9.103423,8.676417,11.923617,-94833526,N
-0.402171,8.684401,8.182,7.757051,10.816372,-98206530,N
-0.599703,10.33566,9.734181,9.423595,12.537191,-95741752,P
-0.489854,8.479076,7.957877,7.569928,10.590918,-96643488,N
-0.35064,7.766417,7.309212,6.831954,10.078071,-101808049,P
-0.376959,8.98143,8.377701,8.080237,11.062301,-96018778,N
-0.531291,9.528067,8.962648,8.621914,11.721645,-95301327,P
-0.314409,8.120291,7.589336,7.261927,10.33358,-99915560,N
-0.373614,8.527539,7.990577,7.611348,10.637753,-99898888,N
-0.551359,9.303466,8.775086,8.431853,11.492835,-95727023,N
-0.408811,8.409831,7.873598,7.561642,10.438196,-98767324,N
-0.405352,8.393895,7.943428,7.527794,10.472997,-97652807,N
-0.488026,8.701679,8.273592,7.732808,10.907936,-99232234,P
-0.400453,8.607582,8.110127,7.717796,10.721438,-99347033,N
-0.540934,9.264165,8.757941,8.346879,11.4168,-96333887,N
-0.504399,8.956093,8.442039,8.013343,11.209046,-98739785,P
-0.360137,7.998335,7.471363,7.094235,10.127111,-101073866,N
-0.595123,10.765618,10.227923,9.786898,13.043946,-98089515,P
-0.351101,8.67471,8.207947,7.824846,10.707796,-97650274,N
-0.467554,9.092345,8.582606,8.168203,11.316825,-98200298,N
-1.084782,10.814987,9.996249,9.076923,12.804939,-96727320,N
-0.459119,8.525955,7.975908,7.65681,10.692854,-99325564,N
-0.287876,8.140316,7.565793,7.319202,10.228754,-99308728,N
-0.412577,8.81031,8.281218,7.948385,11.101628,-98766350,N
-0.516516,10.476809,9.984192,9.477156,12.801273,-97647797,N
-0.495573,8.286269,7.835184,7.377759,10.600104,-100905893,N
-0.595899,12.483356,11.991399,11.382942,14.912601,-97462020,P
-0.638712,9.369564,8.77848,8.337827,11.799772,-100852323,P
-0.506434,11.630397,11.190376,10.590441,14.01217,-95757807,N
-0.361801,7.796058,7.248504,6.949856,9.891466,-100440897,N
-0.493302,8.613594,8.101072,7.675546,10.836675,-101719479,N
-0.303661,8.425736,7.898782,7.58883,10.36719,-98785001,N
-0.377985,8.376321,7.939515,7.525101,10.515425,-98719561,P
-0.455279,7.355002,6.771936,6.289716,9.569343,-101784221,P
-0.447572,8.090096,7.645398,7.174724,10.434527,-101318220,P
-0.539988,9.798738,9.264544,8.885303,12.099634,-97475353,P
-0.359361,8.702676,8.138857,7.70886,10.953365,-101054785,N
-0.389055,8.013674,7.399398,7.133296,10.201961,-99864767,N
-0.398102,8.504918,8.004032,7.63627,10.6878,-96200301,N
-0.32719,7.270313,6.781058,6.359574,9.300821,-101754027,N
-0.431175,8.745762,8.102889,7.851661,10.787172,-97085905,N
-0.477034,7.614312,7.021084,6.613384,9.807527,-101347098,N
-0.609331,9.08591,8.506132,8.224164,11.141282,-95741661,P
-0.482375,8.173575,7.541152,7.280697,10.149605,-95738658,P
-0.699206,11.705016,11.011704,10.633208,13.920345,-94766174,N
-0.532954,9.299815,8.07496,8.379769,11.131284,-85281615,P
-0.665777,9.23708,8.126223,8.265907,11.16175,-86190429,P
-0.609337,9.078179,8.222016,8.171317,11.249897,-84987520,P
-0.511818,8.761393,7.98956,7.928766,10.839797,-89002232,P
-0.71863,10.105693,9.116359,9.076009,12.139131,-85927600,P
-0.643248,8.858795,7.650169,7.82963,10.673549,-83740853,P
-0.654393,10.054361,8.852522,8.927314,11.963944,-83672646,P
-0.770479,10.327807,9.704366,9.292657,12.707036,-84729648,N
-0.770374,9.525954,8.737934,8.379309,11.612698,-84211010,P
-0.616362,10.601199,9.898626,9.591103,12.866418,-82689394,N
-0.72782,9.78431,9.004423,8.718991,11.957842,-84866034,P
-0.723506,8.603554,7.611348,7.589336,10.566124,-84082706,N
-0.69016,9.308465,8.085795,8.19257,11.194454,-83321826,P
-0.532956,9.370927,8.333751,8.467162,11.313596,-86431147,P
-0.76767,10.207215,9.371523,9.31416,12.413392,-85695106,P
-0.557495,8.958154,7.718241,8.00102,10.825482,-86681058,P
-0.571715,9.21024,8.360071,8.259458,11.274034,-87870766,P
-0.678327,10.067985,9.220489,8.97094,12.08239,-88273921,P
-0.691108,10.973306,10.188102,9.881804,13.212008,-84379405,N
-0.453413,8.295299,7.503841,7.46164,10.331105,-88977492,P
-0.680751,8.790878,7.850493,7.690743,10.869197,-85127841,N
-0.771628,9.738495,8.560827,8.796339,11.622605,-83051391,N
-0.599301,9.235521,7.965198,8.299783,10.931999,-84928113,P
-1.110213,10.759582,9.897319,9.322686,12.766948,-87491868,P
-0.707143,9.885476,9.130648,8.797548,12.120885,-84146026,P
-0.761501,9.582938,8.080856,8.462315,11.279732,-83709327,P
-0.369834,8.801469,7.440734,7.842671,10.343,-85134674,P
-0.583239,8.818334,7.871693,7.936303,10.826635,-88089747,P
-0.549035,8.582044,7.186901,7.598399,10.32371,-85389014,P
-0.669828,11.0024,10.309153,9.971053,13.239905,-87087538,P
-0.48745,8.838117,7.625595,7.954723,10.629634,-86245617,P
-0.704682,8.41936,7.065613,7.473069,10.202962,-83097943,P
-0.711594,9.200593,8.066208,8.203304,11.072217,-83964594,P
-0.75303,11.934907,11.318819,10.587518,14.227488,-84459460,P
-0.697541,9.067393,7.987524,8.076826,10.971245,-83694660,N
-0.756029,10.397177,9.282661,9.393245,12.400578,-82748301,P
-0.490568,10.317714,9.682654,9.20924,12.630474,-84878616,P
-0.591757,8.765615,7.816417,7.727094,10.794604,-89185312,P
-0.660641,8.101375,7.083388,7.081709,10.195448,-84862061,N
-0.566607,8.973985,8.006368,7.961719,10.894607,-84535119,P
-0.769302,9.108086,8.227108,8.165364,11.227428,-84613029,N
-0.60185,10.135432,9.290629,9.224539,12.235282,-88649823,P
-0.587319,9.583971,8.421343,8.683893,11.482817,-86345908,P
-0.56257,8.993552,7.808323,8.071531,10.843397,-85554480,P
-0.626304,10.192569,9.45681,9.273691,12.434892,-82920588,N
-0.53594,8.54364,7.79688,7.645398,10.682354,-86779084,P
-1.201472,11.039781,10.188742,9.672249,13.090639,-85963418,P
-0.660025,10.238959,9.07989,9.150378,12.242568,-83215015,P
-0.657901,9.296426,8.376781,8.192294,11.30745,-84332239,N
-0.557126,9.290075,8.12888,8.316545,11.119987,-85887879,P
-0.743508,10.265662,9.519735,9.201602,12.559539,-87572799,P
-0.639224,9.117677,8.283999,8.148735,11.133143,-85123011,N
-0.512473,8.401558,7.619724,7.479864,10.499545,-88975533,P
-0.755139,10.394335,9.519368,9.42133,12.621468,-87538358,P
-0.670705,8.995041,7.432484,8.034955,10.662095,-84008244,P
-0.624498,13.113062,12.464224,12.016273,15.427817,-85661571,P
-0.758546,9.809891,9.033245,8.645762,11.922927,-84582333,P
-0.70104,9.728539,8.694335,8.736329,11.755189,-82829564,P
-0.726668,11.468095,10.737179,10.362493,13.754886,-84536136,N
-0.495852,9.35876,8.118505,8.307459,11.261511,-82954044,P
-0.775086,9.906383,8.693329,8.838697,11.700177,-83851784,P
-0.69796,9.052399,8.063378,8.14584,11.014012,-85698105,P
-0.706256,10.17873,9.130539,9.21144,12.140926,-84120008,P
-0.653621,9.166806,7.964156,8.119101,11.077996,-82732444,P
-0.674822,8.585412,7.358831,7.594381,10.343257,-83717726,P
-0.653032,9.154299,7.731931,8.073091,11.007867,-83384249,P
-0.951034,9.915218,8.747034,8.933268,11.845841,-82854623,P
-0.774747,9.162515,7.853993,8.150179,10.974797,-83385157,N
-0.765258,9.482122,8.324821,8.513988,11.343607,-84659333,P
-0.515456,8.811503,7.976595,7.972466,10.877009,-88346775,P
-0.792585,9.752025,8.784622,8.726319,11.762267,-86878708,P
-0.714485,8.549273,7.768533,7.483807,10.540355,-88078862,P
-0.615424,10.714684,10.086517,9.722325,12.959703,-88716998,P
-0.632317,9.21004,7.758761,8.186186,10.828441,-84482222,P
-0.660546,8.879333,7.971086,7.984803,10.950245,-87261194,P
-0.820623,10.600303,9.571923,9.230535,12.516648,-84277115,P
-0.479492,9.054388,7.62949,8.055158,10.901837,-83064683,P
-0.701878,9.370246,8.368693,8.362175,11.307585,-85269585,P
-0.562355,9.847711,9.11954,9.006141,12.000873,-88335219,P
-0.667771,9.063926,7.770223,8.121777,11.201756,-82520177,P
-0.700832,9.447071,8.569026,8.292799,11.487628,-83826232,N
-0.876596,9.585896,8.917445,8.286017,11.6405,-86218205,P
-0.794449,8.135933,6.778785,7.232733,9.848133,-83604271,P
-0.664328,9.513699,8.702843,8.529122,11.602318,-84876374,P
-0.599468,8.817446,7.546446,7.867871,10.576611,-85629652,P
-0.415109,9.082961,7.790282,8.089789,10.866929,-85718347,P
-0.756901,9.523763,8.583543,8.474703,11.54517,-83906110,P
-0.67075,9.013352,7.618742,7.995644,10.781495,-83258880,P
-0.660764,10.028621,9.046055,9.118335,12.181621,-87146422,P
-0.696269,9.813836,9.022323,8.823942,11.904325,-85466193,P
-0.775576,8.538172,7.506042,7.472501,10.485284,-84013511,N
-0.533282,9.629445,8.642415,8.717846,11.718475,-86844676,P
-0.683957,9.844056,9.283312,8.806574,12.206138,-85443960,N
-0.634492,8.749415,7.728416,7.766841,10.652117,-84829736,N
-0.820109,8.257904,6.855409,7.225481,9.730264,-83689385,P
-0.661482,8.921458,7.992945,7.933438,10.944029,-84356420,N
-0.757357,10.00374,8.80807,8.943767,12.019821,-83225115,P
-0.737521,10.892545,9.723643,9.911257,12.99695,-82393673,P
-0.656927,8.890961,7.616776,7.899524,10.754151,-83826033,P
-0.488581,10.38801,9.39972,9.421168,12.35426,-84576486,P
-0.496306,7.403061,6.361302,6.342121,9.207336,-84051658,N
-0.656398,9.162934,7.920447,8.210124,10.903034,-84315554,P
-0.861113,9.558459,8.453401,8.270781,11.372755,-83419681,P
-0.5771,9.19685,8.05166,8.320448,10.995914,-85063566,P
-0.832185,9.63711,8.81433,8.492491,11.773819,-84579540,N
-0.715225,9.715832,8.943767,8.633909,11.902871,-85194479,P
-0.752171,9.232493,8.360773,8.213382,11.351453,-86581939,P
-0.622773,8.318986,7.223296,7.281386,10.355868,-85323100,P
-0.676336,9.634104,8.618124,8.651025,11.657433,-85330009,P
-0.746461,9.035749,7.981733,8.059592,10.99055,-87184928,P
-0.390956,8.825854,7.978311,7.883069,10.863087,-87875037,P
-0.598506,8.378391,7.507141,7.421776,10.410396,-85338936,N
-0.802949,9.403932,8.517193,8.327968,11.565451,-87954325,P
-0.853749,10.879631,10.061004,9.678342,12.984069,-86423856,P
-0.555202,8.909641,7.943783,7.892078,10.898183,-85173856,P
-0.556463,9.368711,7.969012,8.394347,11.042458,-84831423,P
-0.646644,9.265491,8.34593,8.348775,11.395639,-87681836,P
-0.735568,10.048194,8.925321,8.995413,11.957996,-84146544,P
-0.476887,8.416046,6.897705,7.379632,10.137452,-83490428,P
-0.631255,9.413118,8.739376,8.326275,11.712301,-84740817,P
-0.515881,10.519214,9.393328,9.454071,12.664004,-92410832,P
-0.405256,9.571017,8.607582,8.618666,11.613042,-92827953,P
-0.462394,10.375832,9.60245,9.404179,12.663431,-90909113,P
-0.433397,9.546455,8.339262,8.537192,11.645286,-91063961,P
-0.544488,10.22926,9.104202,9.258559,12.130266,-92002765,P
-0.584909,9.895909,9.146228,8.909911,12.077136,-93340564,P
-0.387632,9.345658,8.38754,8.409608,11.310271,-93055521,P
-0.727975,10.906781,10.294008,9.791829,13.157549,-93602957,P
-0.678617,12.077074,11.392756,11.018252,14.413831,-93879918,P
-0.568368,11.648339,10.883598,10.608168,13.990974,-93357749,P
-0.481183,8.910856,7.950855,8.042056,10.971005,-92119655,P
-0.505916,8.748146,7.689371,7.803027,11.110984,-93200050,P
-0.403474,9.021598,7.955425,8.100161,10.990112,-91845608,P
-0.525894,9.390075,8.361942,8.404024,11.38845,-92994416,P
-0.513393,9.629643,8.710455,8.658693,11.71126,-91639577,P
-0.54044,9.782957,8.836229,8.805825,11.876095,-93735952,P
-0.652382,12.451748,11.839773,11.258988,14.822608,-91093592,P
-0.532614,8.882808,7.722678,7.763871,10.762509,-91235346,P
-0.641953,9.477309,8.507345,8.26359,11.351712,-91048695,P
-0.416309,9.99552,8.808668,8.965973,11.98613,-92412131,P
-0.503185,9.688002,8.630879,8.718173,11.550751,-91672716,P
-0.470633,9.345221,8.433594,8.460411,11.345701,-92559572,P
-0.512327,10.640077,9.698368,9.545311,12.930241,-91784931,P
-0.419352,9.975762,8.985445,8.81789,12.079369,-91349315,P
-0.442959,9.395824,8.533067,8.471149,11.371108,-92553790,P
-0.706315,12.658211,12.064607,11.502703,15.068116,-90102407,P
-0.559086,9.962275,9.000236,8.923591,12.133475,-92815539,P
-0.662915,11.550838,10.815529,10.420554,13.976466,-92063915,P
-0.572265,10.908119,9.861363,9.839109,13.190919,-90399013,P
-0.582143,9.382106,8.554874,8.517993,11.468608,-92158273,P
-0.815194,10.323414,9.382359,8.994917,12.269094,-92663150,P
-0.52671,10.552813,9.766063,9.657267,12.76556,-90731033,P
-0.525196,9.212638,8.203304,8.163371,11.172602,-91242787,P
-0.624195,10.049404,9.101864,9.071997,12.033135,-91799735,P
-0.663681,10.223903,9.341369,9.122165,12.204837,-93095004,P
-0.748466,12.892152,12.146668,11.314109,15.098077,-89931355,P
-0.694256,11.458818,10.721967,10.369012,13.663336,-92155649,P
-0.517037,9.735246,8.804175,8.63622,11.936394,-89481460,P
-0.443418,9.679719,8.643297,8.618666,11.742663,-91600420,P
-0.692153,11.435094,10.649749,10.313277,13.594129,-92535963,P
-0.342984,8.857373,7.803027,7.846199,10.73228,-93330889,P
-0.532188,9.608311,8.569216,8.588956,11.567717,-91764232,P
-0.601487,9.769442,8.894807,8.864464,11.766226,-93558150,P
-0.324393,10.699913,9.936826,9.663897,12.941491,-89346092,P
-0.472942,10.096914,9.32919,9.091782,12.468125,-90356756,P
-0.258297,8.745444,7.732808,7.817625,10.6566,-90709862,P
-0.345116,9.5377,8.603004,8.470311,11.720769,-90795960,P
-0.38572,9.922555,9.128588,8.900413,12.223028,-90501892,P
-0.519066,10.913524,9.810111,9.854455,12.896975,-92003501,P
-0.53496,10.153429,8.973858,9.156201,12.257146,-91611972,P
-0.656186,10.636913,9.695479,9.47662,12.985888,-91467886,P
-0.545023,11.20693,10.642373,10.251041,13.616097,-89963627,P
-0.552471,10.905185,9.963453,9.836439,12.95784,-90402062,P
-0.38868,8.627482,7.593878,7.612831,10.5818,-91330432,P
-0.748275,11.012265,10.1131,9.9476,13.358821,-90837708,P
-0.479014,9.605755,8.659907,8.718827,11.570033,-92377575,P
-0.419089,10.390656,9.349754,9.402447,12.597726,-92309156,P
-1.016245,10.521938,9.616672,9.101083,12.465537,-93186452,P
-0.442731,10.319464,9.424726,9.35876,12.324504,-90041543,P
-0.563744,10.342065,9.492507,9.360397,12.432551,-93330532,P
-0.474123,9.429958,8.492696,8.372399,11.640439,-91312986,P
-0.438639,9.088963,8.073091,8.207947,10.927161,-91453119,P
-0.955697,9.177714,8.130942,7.252054,10.775157,-91423426,P
-0.454211,9.383117,8.496174,8.438366,11.304794,-92636725,P
-0.426141,11.164275,10.427121,9.984468,13.23629,-70207899,N
-0.612882,11.042458,10.340354,9.950419,12.992876,-68590815,N
-0.385581,11.970464,11.48731,10.834549,14.183268,-70331342,N
-0.454957,9.858229,9.288227,8.908965,11.946524,-70443625,N
-0.365978,10.334035,9.861102,9.395741,12.328631,-68368446,N
-0.467157,11.268303,10.692944,10.200216,13.393303,-69766433,N
-0.441457,10.095264,9.616938,9.122711,12.13572,-69034654,N
-0.265289,9.830433,9.412546,8.974112,11.876665,-69525562,N
-0.391134,10.454783,9.912695,9.505916,12.51641,-70760141,N
-0.454771,11.50237,10.906635,10.379815,13.549362,-68632369,N
-0.377611,9.431883,8.845777,8.518193,11.385024,-69295028,N
-0.425673,9.90947,9.361601,8.891236,12.046971,-69837587,N
-0.463197,10.342033,9.73347,9.380589,12.292833,-69954048,N
-0.407037,9.890453,9.323223,8.973732,11.799855,-69121695,N
-0.519122,10.120694,9.461566,9.215527,11.983966,-67609990,N
-0.381662,11.506525,10.946887,10.487601,13.673692,-70674321,N
-0.651708,11.008943,10.302465,9.952421,13.096502,-78689600,N
-0.698923,12.486689,11.921652,11.350336,14.951821,-76569358,N
-0.572165,13.114414,12.545501,11.933535,15.595431,-76616864,N
-0.754086,10.047848,9.446755,9.098403,12.447952,-76528501,N
-0.894019,9.713537,8.791942,8.713418,11.832164,-75831930,N
-0.724393,11.126836,10.468489,10.061474,13.488439,-77023948,N
-0.785457,10.629513,9.910662,9.577134,12.896007,-75950080,N
-0.750722,10.750428,10.181574,9.734122,13.204352,-77011636,N
-0.769011,10.032892,9.072801,8.952864,12.154058,-76081477,N
-0.721641,11.296286,10.647613,10.196829,13.662976,-77396787,N
-0.759367,9.812468,9.007857,8.834483,11.835487,-79270271,N
-0.677577,11.516001,10.94884,10.391362,13.922708,-76300012,N
-0.464204,11.315462,10.973426,10.248672,13.99234,-76934399,N
-0.696789,9.445729,8.61722,8.37908,11.594975,-76095366,N
-0.467418,12.959237,12.662316,11.806632,15.78159,-77204532,N
-0.885892,13.061439,12.559771,11.720752,15.56127,-76849126,N
-0.710284,9.827632,9.078294,8.855378,12.096509,-76083257,N
-0.910294,10.594132,9.949082,9.433564,12.88757,-76529747,P
-0.714681,9.559306,8.551788,8.544419,11.52672,-75858994,P
-0.603646,9.882672,9.219994,8.806124,12.256709,-76178594,N
-0.756341,11.329784,10.622863,10.149449,13.547666,-77814495,N
-0.774309,10.76878,9.987737,9.678718,12.971761,-75629208,N
-0.809931,10.043597,9.232787,8.992557,12.220059,-75282886,P
-0.775197,13.261833,12.324895,11.79611,15.346701,-76610616,N
-0.320164,11.637962,11.353742,10.687435,13.909717,-70250838,N
-0.460537,11.588256,11.03692,10.436671,13.808328,-73210683,N
-0.594738,12.742148,11.91913,11.473061,14.902736,-71090895,N
-0.250161,8.843759,8.567886,7.911691,11.089393,-70703017,N
-0.446893,13.050173,12.559325,11.811903,15.39702,-70873647,N
-0.459424,10.772435,10.289396,9.66922,12.965745,-72591287,N
-0.586063,12.685219,12.084182,11.459862,14.908089,-72634099,N
-0.588164,11.596163,10.918175,10.219648,13.698898,-72664192,N
-0.469911,13.835501,13.372474,12.532152,16.261018,-71385297,N
-0.340692,8.291547,7.961021,7.284135,10.83573,-70126661,N
