@relation fri_c2_1000_5

@attribute oz1 numeric
@attribute oz2 numeric
@attribute oz3 numeric
@attribute oz4 numeric
@attribute oz5 numeric
@attribute binaryClass {P,N}

@data
1.702603,1.303388,0.21923,-0.625712,-1.614819,N
-0.456583,-0.181218,0.897648,1.304976,0.54779,N
0.928049,0.723181,0.003554,-1.19579,-0.572516,P
0.76007,0.389779,1.19796,0.81577,0.819194,P
-0.511215,-0.761054,0.297067,1.10151,-0.243765,N
-1.357822,-1.141368,-1.018343,-0.187393,-0.445664,N
-1.775113,-1.738379,-1.015284,0.70469,-0.502936,P
1.402481,0.630101,-0.869238,-1.653879,-1.004842,P
-0.209737,0.660428,0.282966,-0.752792,0.76276,P
-1.50254,-1.458542,-1.955836,-1.622004,0.559918,N
0.036963,-0.436278,-0.916868,-1.773442,-1.119048,N
-0.108272,0.431847,-1.013983,-1.555474,-0.927714,P
1.155694,0.31681,-1.01144,-1.445003,-0.645602,P
1.586504,1.630929,-0.748069,-1.656367,0.278992,N
-0.343928,-1.115904,-0.94276,0.588067,1.623548,N
-0.605145,-1.279348,-0.897822,1.07269,1.3828,N
-0.182602,-0.539832,-0.127344,0.112415,-1.604409,N
0.628331,1.07523,1.654471,1.485391,-0.831017,P
0.577527,0.550658,-0.798724,-1.543216,-0.8702,P
-0.162147,-0.081144,0.000549,-0.14169,-0.737825,N
-1.225045,-1.03332,0.160992,1.763914,-0.607856,N
0.491169,0.494307,0.806719,0.465779,-0.559816,P
-0.648183,-1.007499,-0.246322,-0.577917,-0.44936,N
-1.062097,-0.947896,0.18963,1.178141,-0.654741,N
1.193017,0.71785,-0.207636,-0.947047,-1.028048,P
-0.187309,0.084591,1.152114,1.508982,-1.260044,N
-1.115862,-1.382336,-0.614602,0.620075,1.50889,N
-0.520718,-0.397519,-0.96554,-0.99336,0.120976,N
-1.485914,-1.557703,-1.310416,1.638929,-1.517335,N
0.433751,1.126885,1.25639,1.416764,1.503503,P
-1.379067,-0.82138,-1.328756,-1.15128,1.097798,N
1.788754,1.440951,2.155879,1.415718,-1.552931,N
-1.909591,-1.43227,-0.228134,0.343051,1.113643,N
0.902772,1.456655,1.823232,0.799127,1.698171,P
1.151492,1.222582,0.268792,-0.10591,-1.096394,P
0.22188,1.25071,-0.151371,-1.150128,1.653505,P
1.093135,1.159359,-0.355266,-1.374527,-0.799347,P
-1.149605,-1.446159,-0.571766,1.428085,0.499158,N
-1.084326,-0.64705,0.753066,1.655152,0.193877,N
0.242747,-0.024252,-0.715782,-1.518016,-0.80929,P
-0.44557,-0.348414,0.348165,1.632904,-1.059933,N
0.341957,0.729577,1.506981,1.095291,-0.659647,P
-0.887192,-1.017021,-0.6456,1.601471,0.184857,N
0.703421,1.08139,1.122086,0.323805,-1.600948,P
-0.433795,-0.469961,-0.446296,0.147684,0.92106,N
0.459215,0.778799,0.976868,0.326886,1.378485,P
-0.626775,-0.68537,-0.138845,1.192229,1.735382,N
-0.686342,-0.905396,-0.506264,-0.507329,-0.621894,N
1.466074,1.135363,0.169933,-0.420433,1.342122,P
2.022127,1.182229,3.38274,1.688224,0.170243,N
-0.860257,-0.305417,-0.987892,-1.236135,-1.281082,N
-0.729688,-1.489876,-0.937979,0.64808,-1.231158,N
-0.275117,0.344486,1.084425,1.261689,-1.425134,N
0.649236,0.431064,1.288468,0.573176,1.528187,P
1.523774,1.215868,0.537321,-0.3907,-1.51195,P
0.618355,1.362667,2.153407,0.276972,1.122638,P
-0.018602,-0.328492,0.800214,1.685912,0.303177,N
1.098069,1.533358,1.800945,0.252914,-1.50402,P
-0.688262,-0.738986,-0.931102,-0.775991,0.632996,N
0.327077,-0.177208,-0.13067,0.384492,-0.261823,N
1.145241,0.928191,-0.232477,-0.861269,-1.615705,P
0.401713,-0.286639,-0.574025,-1.142676,-0.451506,N
0.762372,1.619848,-0.924787,-1.677074,-0.555836,P
-1.043997,-0.407668,0.23275,0.842508,1.192243,N
0.33134,0.67355,-0.061651,0.396344,-1.007978,P
-0.81757,-0.933697,-1.281316,-1.673043,-1.497787,N
0.511034,0.810566,-0.851893,-0.735029,0.444975,P
-0.23969,-0.501506,-1.012669,-1.496068,0.405849,N
0.864965,1.64351,0.823511,-0.672978,-0.536194,P
-0.332541,-0.799791,-1.102018,-1.239219,-1.174033,N
0.379755,0.484643,0.401984,-0.319603,1.184805,P
1.320146,0.792361,-1.205649,-1.541106,1.182602,P
0.209677,0.2911,1.185049,1.725926,-0.825796,N
-1.643295,-1.532109,-0.658865,-0.679939,0.133761,P
-1.305384,-0.871882,-1.043861,0.937536,-0.90868,N
-0.434875,0.015394,0.095897,-0.758883,1.180708,N
0.898139,0.413456,0.379557,-0.1133,0.71442,P
0.4086,0.537774,1.343181,1.122788,0.393802,P
1.157967,1.123794,-0.814947,-0.837097,0.081821,P
1.832293,1.547182,0.920126,-0.154062,0.914892,N
-1.311971,-0.734997,-1.249631,-0.507788,0.160519,N
1.251567,1.269918,2.415674,1.297658,-0.893352,N
-1.215492,-0.995836,-0.496178,-0.319118,0.388213,N
0.209349,0.310917,-0.122639,-1.147132,1.727838,P
-0.958866,-0.469505,0.29238,0.682271,-0.314691,N
1.531407,1.456927,-1.475748,-1.746202,0.774539,N
0.210506,-0.039775,0.657642,1.364027,0.367485,N
1.588556,1.095314,1.320281,0.981708,0.051574,N
-1.529866,-0.965799,-0.234031,-1.220115,-0.794931,P
-1.612854,-1.240747,-1.007123,0.511899,-0.640676,N
2.158887,1.676174,0.714871,-0.366155,0.29207,P
-2.022227,-1.527198,-0.753446,-0.118603,-0.032619,N
-0.166585,-0.957457,-0.615683,-0.756687,1.456927,N
0.40636,0.439132,0.357372,-0.102683,-0.706117,P
1.412481,1.460829,0.407058,-0.527389,0.92454,N
0.48708,0.624834,0.571443,0.19774,-1.13497,P
1.473334,1.570203,2.654045,0.953655,-1.415879,N
-1.355105,-1.398519,-1.36935,0.978942,-0.758695,N
0.894708,0.729284,1.718786,1.437357,-0.694825,P
0.319982,1.005695,0.322257,-0.563639,0.545241,P
-0.879032,-1.295237,-1.53333,0.718656,1.081438,N
0.890149,0.192835,-1.11577,-1.63222,-0.562259,P
1.719941,1.561958,-0.423061,-1.368678,1.425639,N
-0.1,-0.037913,-0.632312,-1.379337,1.300383,N
-1.025168,-0.77803,-0.058316,1.435711,0.537143,N
-0.20068,0.170154,-0.782271,-1.57405,0.811611,N
-0.088716,-0.814169,-1.112104,-1.551249,-0.881004,N
-1.158703,-0.81159,0.321722,-0.335914,-0.33419,N
-0.818838,-0.920999,-0.748369,0.135043,0.378384,N
0.466392,0.891022,-0.126408,-1.428229,1.596034,P
-0.706434,-0.641299,0.183666,1.607062,0.405388,N
1.040632,0.790348,1.46652,0.644715,-1.022255,P
-1.28824,-0.74841,-0.956613,0.421349,0.186505,N
-1.144506,-1.767737,-1.029994,-1.565672,-0.379342,P
-0.877645,-1.602159,-0.89174,-1.414184,1.179234,P
-0.642076,-0.527215,0.262865,1.681892,1.131064,N
-1.795187,-1.463554,-0.928189,1.777821,-0.604955,N
-0.56811,-0.941775,-0.798757,0.241971,-1.226119,N
-0.687404,-1.049349,0.325302,1.33079,1.184216,N
-0.743634,-0.663682,-0.917676,-1.330283,-0.795967,N
0.116011,1.013512,-0.554346,-0.715739,-0.370961,P
1.147373,1.292759,1.566584,0.42823,1.631521,P
-0.02773,0.135123,0.046315,0.563118,1.137686,N
0.87563,0.420267,-0.572389,-1.745454,-1.307673,P
-1.100213,-1.237074,-0.95118,-0.113619,0.864781,N
-0.949117,-1.626386,-1.620327,-0.473447,0.975756,N
-1.264635,-1.34718,-1.363605,1.044604,-0.09835,N
-0.411225,-1.18861,-0.615157,-1.375717,0.16272,N
-0.841944,-1.018995,-0.563829,1.592228,-1.047155,N
-1.430865,-0.826288,-0.751447,-0.519622,-0.698764,N
0.39603,0.485325,0.325166,0.568489,0.547052,P
-2.094415,-1.726681,-0.464446,0.215601,0.8647,P
0.794298,0.494534,-0.331132,-0.249923,0.584545,P
1.640547,1.315571,1.705984,1.031622,-0.036325,N
-0.946936,-0.242221,0.196751,-0.24801,-0.022904,N
0.010206,0.549466,-1.013801,-1.115236,-1.227736,P
0.200074,-0.596481,-0.833514,-1.154835,0.441832,N
0.373979,0.493907,0.518186,0.010919,-1.433048,P
0.298151,-0.84336,-1.321873,-1.355217,-1.252249,N
0.589144,0.844112,-0.218626,-0.952594,1.209119,P
-0.396471,-1.113721,-0.321337,1.176125,0.094257,N
-0.789913,-0.456937,-0.543525,-0.514043,-0.566575,N
-0.84865,-0.084487,1.633329,1.045425,-0.356524,N
0.224999,1.085378,1.908747,1.472739,-1.148069,P
1.195193,1.106679,2.210725,1.573601,-0.275657,P
-0.077398,-0.243532,0.034355,1.19213,0.998258,N
-0.739815,-1.61068,-1.29951,-0.915139,1.697807,N
-1.969722,-1.589907,-0.464279,0.206013,1.181724,P
-1.530551,-0.755217,-1.211827,-0.617205,-1.014706,N
-0.601597,0.069784,-0.370869,0.245057,-0.189402,N
-0.236483,0.397498,-0.457359,-1.431565,-1.618211,P
1.346437,1.619385,2.359409,0.357244,-0.690658,N
-0.885963,-1.377122,0.089871,-0.510784,0.55419,P
-1.27679,-1.089731,-0.470159,1.172635,-1.380689,N
-0.174313,-0.199353,-0.247889,1.13595,1.384599,N
1.699345,1.616671,-0.163938,-1.256607,-1.374704,P
0.455271,-0.449322,0.05046,-0.195947,-1.682511,N
0.677893,0.763405,0.822257,-0.193735,0.443709,P
-1.141732,-1.607011,-1.254568,0.786106,-0.239575,N
-1.155132,-1.074602,-0.992828,-1.065876,-1.035006,N
0.509339,0.802755,2.385123,1.587062,1.103733,P
1.050703,0.696414,-0.002642,-0.464142,-1.362755,P
-1.756142,-1.57695,-0.536824,0.975644,1.601816,N
-0.647741,-1.041254,-0.083774,1.59311,0.700576,N
-0.662198,-0.354865,0.130546,0.980015,1.549085,N
1.219228,1.078627,1.283263,0.480647,1.301463,P
1.037755,1.297372,1.015421,-0.02626,1.734845,P
0.461549,0.94925,1.216429,0.960203,-0.121879,P
-1.579973,-1.726254,-0.164457,0.95731,1.310263,N
-0.15608,-0.176457,0.063029,1.260499,-0.260981,N
-1.172346,-1.508255,-0.153948,0.369313,-1.296444,P
1.582973,1.311934,0.531082,-0.095401,1.200191,N
-1.05342,-1.222587,-0.014801,0.692474,1.320245,N
-0.782223,-0.130646,-0.714899,-0.555318,-0.952718,N
1.743328,1.075289,0.78048,-0.535126,-1.25548,P
0.947275,0.268641,-0.291066,-1.310134,-0.226816,P
0.294821,1.063417,1.200749,0.750378,-0.655744,P
-0.723508,-1.57964,-1.703077,-0.103379,1.649529,N
1.064129,0.362048,0.229951,-0.466035,-0.861645,P
0.859267,1.227928,-0.67941,-1.339776,-0.503119,P
0.225118,0.878686,0.471127,-0.390321,0.026764,P
-0.990635,-1.635046,-0.191675,-0.872317,0.078768,P
-1.05757,-0.270208,0.016256,0.83009,-1.652255,N
-0.260759,-0.695798,-1.597301,-1.743606,1.703679,N
0.013726,-0.057036,0.140364,-0.265786,-1.484258,P
-0.403088,-0.079431,0.480949,0.004358,1.041774,N
1.034778,1.164611,-1.120652,-1.642667,1.301301,P
-0.911607,-1.055851,-0.804774,-0.425805,1.46528,N
-1.531986,-1.373121,-1.641869,1.149845,-1.140486,N
-0.380668,0.16185,-0.767099,-0.336355,-1.480255,N
-0.288267,0.257977,0.593619,0.382635,0.072944,N
-1.109046,-1.353063,-1.54554,-0.269261,0.416232,N
-0.944175,-0.938177,-0.652593,0.47145,0.808459,N
0.840536,0.739127,1.140114,0.053969,-0.145611,P
0.970618,0.488884,-1.367169,-1.764946,0.366861,P
-1.221543,-0.597673,-1.105266,-1.73599,-0.110534,N
1.506542,1.653431,1.221195,0.158081,1.712133,N
-0.226091,-0.489712,-0.651419,-1.575868,0.675024,N
-2.022274,-1.46997,-0.962853,0.538981,-1.644915,P
-0.66676,-1.387611,-0.708683,-0.437828,0.814275,N
0.161714,1.016118,-0.349406,-1.132538,0.490385,P
-1.303073,-1.673948,-0.932376,-1.333417,0.827244,P
1.683194,1.606135,0.763444,-0.416483,-1.204899,N
-0.420324,-0.006927,-0.256597,-0.380124,-1.252593,N
-1.806545,-1.238118,-1.499279,-0.070329,0.264354,N
0.474474,0.230419,0.40413,0.458593,-0.876988,P
-1.678442,-1.726452,-1.420705,1.041813,-0.808676,N
0.013582,-0.325005,0.187415,0.869754,1.664169,N
-0.179681,0.113427,-0.174128,-0.323058,1.131801,N
-0.869519,-1.678022,-1.878755,1.243205,1.264564,N
0.559397,1.109657,0.661509,0.085008,-1.242978,P
-0.517307,0.143546,0.344243,0.64151,0.063448,N
-0.229368,-1.163628,-0.720959,-0.581641,-1.564147,N
0.218271,-0.163409,-1.130169,-1.26427,-1.347284,N
0.071819,0.940281,-0.611528,-1.579823,-0.339232,P
-0.293012,-0.550092,0.076563,0.069966,-1.58473,N
-0.386226,-1.315659,0.15378,0.16978,0.18909,N
0.493834,0.171221,1.252546,1.670107,0.872739,N
0.634618,1.094637,-0.040721,-0.696935,0.800037,P
-0.988737,-0.755836,-0.255544,0.247698,-0.958975,N
-0.674182,-0.861253,-0.325344,0.203021,-0.320319,N
-0.275308,-0.649373,-0.456998,-0.270158,-1.358298,N
-1.274067,-0.771165,-0.654787,0.356758,1.078631,N
1.50391,1.398301,0.345266,-0.74872,-1.150549,N
0.490631,1.018588,0.446171,-0.159966,-1.03589,P
-0.282512,-1.111195,-1.053893,-0.819623,-1.353299,N
0.885713,1.365707,1.908627,0.897297,0.065514,P
0.735972,0.088686,0.58788,1.104469,-1.47729,P
-1.766096,-1.545831,-1.197117,1.651504,1.512746,N
-0.012034,0.551525,0.063724,-0.819238,-0.027797,P
-0.377798,-0.612422,-0.081376,0.188735,1.604754,N
-1.265173,-1.058669,-0.546597,-0.504816,1.147245,N
0.723364,1.328466,1.809022,0.722948,-0.857058,P
-0.486644,-0.505038,0.489961,0.891855,0.669156,N
-1.798637,-1.752979,-0.993512,0.732069,-1.408228,N
-0.008916,-0.02691,0.554186,0.788575,1.307,N
0.852114,1.604458,0.922113,0.513985,-0.606973,P
0.468794,-0.423323,-0.167051,1.735661,0.244771,N
0.520576,0.404488,1.639074,1.505277,0.891971,P
1.12097,0.903798,-0.499697,-1.172868,0.303689,P
0.118801,0.630253,0.888078,1.080428,0.07482,P
-1.132549,-1.01885,-0.355816,-0.097158,-1.494817,N
0.942853,1.133517,-0.567573,-1.459874,0.896656,P
-1.190752,-1.673902,-1.274359,0.312068,0.874495,N
-1.525001,-1.667029,-1.915559,-1.700891,0.425859,N
0.645493,1.53456,0.518619,-0.228757,0.894195,P
0.671377,1.634028,-0.352726,-1.220754,1.01315,P
-0.156251,-0.457052,-0.570628,-0.041036,-0.927811,N
-0.068042,-0.257794,-0.528116,-0.459456,-1.152165,N
0.679854,0.549394,-0.74672,-0.932951,-1.554896,P
-2.288139,-1.668776,-0.653231,-0.075281,1.669795,N
1.064493,0.616347,1.772252,1.601583,0.977502,P
0.653742,1.33154,-1.059277,-1.56519,-0.797639,P
1.292301,1.12948,0.752616,0.107102,-0.115385,P
-1.077069,-0.958181,-0.49414,-0.738965,-0.584509,N
1.688229,1.297266,2.133293,1.459758,-1.030731,N
-1.710289,-1.213705,-0.906985,0.534208,-0.862605,N
-1.80174,-1.512093,-2.00047,-0.7156,-0.667023,N
0.928829,0.30235,-0.54571,0.095144,-0.452563,P
0.510823,0.687059,-0.011402,-0.700503,0.18188,P
-1.611883,-1.611149,-1.639907,0.712077,-0.802492,N
0.770985,0.520583,0.122825,-0.976443,0.972686,P
-0.326519,-0.981369,-0.123522,-0.270806,-1.001574,N
0.027289,0.635157,0.393942,0.466341,-0.184854,P
0.252847,-0.64071,-0.481662,-0.18906,1.4542,N
-0.224123,0.667074,-0.206628,-0.288449,1.37005,P
0.696241,1.046922,-0.130946,-0.927072,-0.41334,P
-0.989441,-1.34291,-0.758163,-0.941428,1.089092,N
0.411951,1.020774,-0.974734,-0.995728,-0.873394,P
-1.570516,-1.202589,-0.449742,-1.040844,1.741724,N
0.178958,0.576442,-0.105547,-1.282808,-0.409815,P
1.275265,0.918614,0.144481,-0.576661,-0.071088,P
0.28461,0.767124,-0.630419,-0.545251,1.455697,P
-0.592822,-1.007183,-0.409108,1.489937,-1.099025,N
1.073082,1.639144,-0.167934,-1.178013,-1.426762,P
-0.602881,-0.871661,-0.034971,1.578784,-1.010122,N
-1.055914,-0.51495,-0.989638,-0.895361,-0.075459,N
1.17658,0.889025,1.34651,0.258378,1.134047,P
1.341838,1.404021,0.196606,-0.45136,0.856811,N
-0.590877,-0.079349,-1.280243,-1.361369,-1.037568,N
-0.616502,-0.575665,-1.58188,-0.810563,1.01321,N
2.109403,1.623271,3.5117,1.694469,0.006452,N
0.407321,0.718655,0.457639,-0.244389,-0.05143,P
-0.04548,-0.532887,-0.11072,0.446795,-1.21131,N
-1.239461,-0.740487,-0.784019,-1.351918,-1.433145,P
0.805957,1.514403,0.30711,-1.190296,1.030417,P
-1.066431,-1.73827,-0.737606,0.839844,-1.036069,P
-0.898359,-0.732322,-0.77651,1.283815,1.377304,N
-0.584315,-0.07492,-0.255129,0.299017,0.477873,N
1.283017,1.591873,1.874122,0.325335,0.364555,N
-1.630312,-1.157534,-0.737929,-0.438042,-1.024319,P
-0.380669,-1.13105,0.523099,1.701475,1.451136,N
-1.102143,-0.637212,-1.627236,-1.76402,-0.846563,N
-0.418658,-0.583987,-0.30799,1.070714,0.283869,N
1.474713,1.630786,0.329614,-0.066797,1.539612,N
1.939131,1.488395,2.753383,1.124143,-1.665784,N
0.423002,-0.123336,0.221771,1.453395,-1.097961,N
-0.7569,-1.427765,-1.829078,-1.751765,-0.775027,N
0.274538,-0.61482,-0.397592,-0.705995,0.594895,N
1.033272,1.542251,1.257761,-0.488416,-1.104518,P
-0.694823,-0.71199,0.302516,1.601978,-0.734822,N
0.395944,0.938844,0.584039,-0.063578,-0.25357,P
0.768044,1.085271,1.973574,1.53974,-1.542973,P
0.465428,0.63045,1.158804,0.777401,-1.462174,P
0.799643,1.499212,-1.417574,-1.719773,-0.496767,P
-0.359755,-0.401159,-0.020996,-0.552978,-0.769708,N
-1.356475,-1.38954,-0.631851,-1.293471,1.687394,P
0.206061,-0.046014,0.051037,-0.216631,-0.392376,N
0.494549,-0.207447,-0.024277,0.329746,1.498699,N
-0.757226,-0.671728,-0.053126,0.061458,-1.336774,N
0.11956,0.391811,1.370255,1.564341,0.121416,N
-0.880109,-0.703705,-0.181746,-0.350521,-1.43124,N
-0.056736,0.30472,0.567451,0.174235,1.229748,N
0.933438,1.328587,1.29544,0.297709,-0.294313,P
0.921969,0.971841,0.924178,0.045026,-0.698778,P
0.359084,-0.257456,0.403314,0.49745,0.797461,N
1.829631,1.138224,1.409707,0.796837,0.516802,N
-1.291786,-1.54184,-0.56493,0.658668,-1.581115,N
0.772912,1.511887,0.622549,-0.033785,0.068676,P
0.096132,0.374411,-0.029613,-0.758027,-1.477814,P
-1.281324,-1.414902,-1.111936,-0.153513,1.507108,N
1.901268,1.194505,-0.356198,-0.381521,-0.602253,N
0.484354,-0.470165,0.255748,1.223333,0.081228,N
-1.780365,-1.627181,-0.97957,0.481964,0.822733,N
0.40641,0.368037,0.92275,0.106151,-0.900076,P
1.014201,1.550862,-0.888894,-1.149898,1.318516,N
1.335818,1.596241,0.92942,0.831012,-0.909582,N
-1.715615,-1.710059,-0.632886,1.474975,-1.016762,N
0.497362,0.075831,-0.399246,-1.234067,-0.085675,P
-0.979121,-1.224201,-0.600748,-1.351451,1.079517,N
-0.097655,-1.08234,-0.20837,1.395769,0.758665,N
-0.583573,-0.078492,0.114331,-0.295352,0.94604,N
0.818844,1.323325,0.238549,0.165574,-0.714986,P
0.068911,0.658095,-0.634931,-1.422185,0.457092,P
-0.518057,-0.004288,1.053822,1.522294,-0.661854,N
1.187594,1.530812,3.368481,1.652141,-0.868776,N
-1.423159,-1.700483,-1.048341,-1.199782,-1.221431,P
0.645466,1.168098,0.619453,0.443799,1.342471,P
-0.970035,-0.343649,-0.338109,-1.18048,-1.30277,N
-0.853492,-0.184421,-0.513303,0.986627,0.091794,N
0.613514,0.996629,1.612413,1.371241,-1.511762,P
0.412021,0.314707,-1.378831,-1.546602,1.091108,P
1.970043,1.652859,0.13343,-1.269592,-0.62266,P
-0.467578,-0.09233,0.889075,1.368924,0.776579,N
0.661317,0.139627,-1.567713,-1.588185,-0.113709,P
1.773875,1.228318,2.147461,0.911085,1.071432,N
-1.771449,-1.44297,-1.011132,-1.272722,-0.739866,P
-0.010833,0.704844,-0.656613,-1.195642,-0.718411,P
-1.481963,-1.474273,-1.127864,0.78778,0.903147,N
-0.839494,-0.496492,-0.380657,0.158064,-1.349889,N
0.473192,-0.157699,0.854694,1.030358,-1.246523,N
1.036576,0.633837,0.255096,-0.043453,-0.308197,P
-0.515216,-0.505426,-0.922477,-0.783627,1.508754,N
0.404285,0.954501,1.189976,0.74743,-0.086368,P
0.027706,0.53668,0.037282,-0.456306,-1.404091,P
0.87729,1.445569,2.846954,1.704578,-0.520111,N
0.622939,0.535982,0.430816,0.147007,-0.388289,P
0.252808,1.373002,1.333121,0.528831,-1.343562,P
0.307588,0.612645,1.31313,1.534213,0.888324,P
1.003082,0.683016,0.097364,-0.905052,-1.664708,P
-1.233531,-1.295552,-0.434934,0.609343,1.329854,N
-1.48199,-0.775011,-1.444831,-1.371466,0.719309,N
0.818946,0.844858,-1.4444,-1.290673,1.343583,P
0.296461,0.120105,-0.653304,-1.444473,-0.711701,P
2.239487,1.650737,1.767424,0.414499,0.101415,P
-0.533298,-0.801594,-0.849167,-0.453017,-0.523791,N
1.524142,1.628612,1.356958,-0.086997,-0.150631,N
1.36726,1.15266,-0.208021,-0.929967,-0.702299,P
0.729468,0.766691,1.960714,0.510476,0.421841,P
-0.524685,0.107836,-0.605254,0.054016,1.672362,N
0.487198,-0.675916,-1.673736,-1.662675,-1.545097,N
1.719544,1.083284,-0.866248,-1.291263,0.757336,N
-0.391069,-0.521264,-1.005753,-1.504274,1.493221,N
-1.58728,-0.84195,-0.533679,0.017731,-0.169441,N
-1.543161,-1.211825,-0.955804,0.658561,-0.006652,N
0.149259,0.296435,-0.312484,-1.216181,1.617025,P
-1.086065,-1.389907,-0.615232,-0.984697,0.977189,N
0.025588,0.69362,0.267769,0.216393,-1.092627,P
1.022978,1.192605,-0.190344,-1.181708,-1.677767,P
-0.084852,-0.725067,0.29029,1.34589,0.772663,N
0.925439,1.066605,-0.254946,-0.72609,-0.24618,P
0.869719,0.450493,-0.010954,-0.0653,1.2355,P
0.655022,0.292944,-0.596875,-0.264776,1.154543,P
0.018167,-0.634215,-1.628176,-1.264143,-1.279255,N
1.678242,1.25685,-0.54083,-0.825248,0.645722,N
1.307054,0.993596,1.586987,0.680838,0.184469,P
-0.613261,-0.79156,-0.330581,1.751168,-0.473075,N
-0.6756,-0.030172,0.399856,-0.295608,1.725261,N
-0.516252,0.20967,-1.243769,-1.449444,1.71879,N
-0.138917,-1.038218,-1.104507,-0.810236,-0.298999,N
1.985781,1.557436,-0.192474,-1.537498,0.055468,N
-0.076235,0.210162,0.929014,0.331652,1.719545,N
0.934432,0.333935,0.445719,0.141322,0.756135,P
-0.574657,-0.773993,0.156341,0.359941,-0.303544,N
-0.489382,-1.275952,-0.764157,-1.204016,-0.195206,N
0.407801,0.083488,-0.219047,-0.51536,-0.781529,P
0.774063,0.243105,1.630198,1.696711,-1.554811,P
-0.506375,-0.207375,1.123077,1.304421,1.367498,N
1.714508,1.575492,3.087997,1.614396,1.433513,N
-0.973677,-0.981138,-0.776908,-0.347029,1.281755,N
-1.209675,-0.826892,-1.204962,-1.203774,0.714262,N
0.285539,0.737443,0.373693,-0.137986,1.241358,P
-2.11431,-1.647108,-0.920976,0.900479,-1.226589,N
1.669601,1.254837,1.484301,1.216149,-0.123214,N
1.460089,1.53596,0.21385,-0.509793,1.216968,N
1.511228,1.501584,0.651705,0.104791,-0.38944,N
1.169243,0.598835,0.282956,-0.104966,1.715345,P
0.757968,0.817618,-1.371593,-1.669996,0.193903,P
-2.25151,-1.5678,-1.389464,-1.076096,-0.286631,P
0.489157,-0.316238,0.053885,0.663514,0.865763,N
-1.480614,-1.365238,-1.284735,-0.202321,1.374574,N
1.058253,0.976708,-0.447686,-1.583476,1.585779,P
0.204767,0.53784,-0.983928,-1.201955,-1.36187,P
-0.77481,-0.451965,-0.079736,0.245847,-0.625451,N
-0.66391,-0.246787,-0.571216,-0.132582,0.149207,N
1.262485,0.408626,0.134355,0.303202,-0.456056,P
-0.279031,0.264921,1.529568,1.141664,-0.726472,N
-0.113035,0.174545,1.009171,1.118641,1.605958,N
-1.561755,-1.365324,-1.014057,-0.443128,1.535954,N
0.754256,0.435331,-0.582801,-1.551029,1.156854,P
1.304477,1.169064,-0.189007,-0.789571,0.276775,P
-1.250899,-0.617956,-0.928942,-0.167263,-0.427653,N
1.713384,1.118309,-1.184729,-1.622009,-0.5757,N
-0.091375,0.664797,1.495109,1.646932,0.628847,N
-1.283555,-0.738992,-0.2637,-0.14296,1.473064,N
1.293639,1.132675,-1.352512,-1.485804,1.556647,P
0.039068,-0.484287,-0.365045,-1.217243,0.099309,N
0.451661,0.806905,0.859897,0.568511,1.100939,P
0.700708,0.459837,0.907031,-0.11333,0.064117,P
0.308804,1.282242,1.292862,1.227463,-0.121487,P
-0.417126,-0.588679,-0.198059,0.359692,0.665773,N
-0.367729,-0.581113,0.401382,0.657364,-0.054979,N
-0.436773,0.433554,1.300326,1.339839,1.010401,N
-0.412076,-0.204702,1.407032,1.475317,-0.098543,N
-0.333715,-0.039672,-1.387393,-1.788364,1.187562,N
1.365765,1.49984,0.110569,-0.403673,-0.192084,N
0.584901,0.677999,0.540611,0.810129,1.173126,P
0.91981,1.539701,1.141034,0.368137,1.539694,P
0.643365,1.459042,-1.091568,-1.454945,-1.403621,P
-1.96341,-1.708179,-0.414307,-0.728499,0.229179,P
-1.138655,-1.471933,-0.324134,0.102683,-0.981274,P
-1.296613,-0.892167,-1.463076,-1.029412,0.408458,N
-0.129316,-0.45186,0.456431,1.647247,-0.423473,N
2.072874,1.556331,0.771777,0.13944,0.292002,N
-1.519536,-1.660794,-0.708312,-1.079974,-1.436407,P
0.60391,-0.19578,-0.137801,-0.203553,0.79996,N
-1.380369,-1.69685,-1.020116,0.966022,0.453158,N
-0.174205,0.099169,0.883193,1.26751,-0.035468,N
0.616869,1.154118,-0.163798,-0.842005,0.495327,P
-0.226182,-0.370382,0.794995,0.7172,-0.518581,N
-2.009413,-1.294581,-0.319127,0.751737,-0.070368,N
0.896062,1.460426,-0.159658,-1.461623,-1.472594,P
-0.588762,-1.41738,0.041897,1.269246,0.099246,N
-1.547588,-1.402756,-1.040749,0.895744,1.565096,N
1.512901,1.58311,0.243722,-0.734425,0.777127,N
-1.52215,-1.041735,0.205066,1.060536,-1.038265,N
-0.422002,-1.025037,-0.281309,1.468535,0.125087,N
0.080903,0.176936,1.352372,1.112249,-1.58558,P
1.335384,0.940728,-0.493392,-1.177683,-0.041795,P
-0.465879,0.236774,-0.05244,-0.598729,0.181477,N
-0.417488,-0.943284,-0.749722,-0.245472,-1.553346,N
-1.028442,-0.762214,-0.045185,1.338671,0.150314,N
0.791557,1.602247,-0.620702,-1.149993,0.317374,P
1.267717,0.767165,-0.549659,-0.746485,-0.117418,P
-0.815871,-1.136121,-0.955225,0.052044,0.400008,N
-0.436785,-0.34812,0.588318,1.225288,1.31266,N
0.790106,1.458683,1.476373,0.765094,1.637754,P
-0.460824,-1.380406,-1.310762,0.310342,-1.62879,N
0.909015,0.898203,0.243163,-0.877597,-1.592873,P
