@relation fri_c2_1000_25

@attribute oz1 numeric
@attribute oz2 numeric
@attribute oz3 numeric
@attribute oz4 numeric
@attribute oz5 numeric
@attribute oz6 numeric
@attribute oz7 numeric
@attribute oz8 numeric
@attribute oz9 numeric
@attribute oz10 numeric
@attribute oz11 numeric
@attribute oz12 numeric
@attribute oz13 numeric
@attribute oz14 numeric
@attribute oz15 numeric
@attribute oz16 numeric
@attribute oz17 numeric
@attribute oz18 numeric
@attribute oz19 numeric
@attribute oz20 numeric
@attribute oz21 numeric
@attribute oz22 numeric
@attribute oz23 numeric
@attribute oz24 numeric
@attribute oz25 numeric
@attribute binaryClass {P,N}

@data
1.002742,1.373901,-0.116581,-1.3563,-0.018494,0.385373,-1.217184,1.017087,1.401334,1.374544,1.486638,-1.100656,0.764682,-1.154094,-1.549033,-0.053027,1.277217,-0.411304,1.672472,1.640767,-0.065603,1.003277,1.47846,-0.627228,-1.273353,P
0.809699,0.586558,-0.181926,-1.158704,-1.482117,1.486535,-1.322586,-0.659713,0.356079,-1.161575,-1.11272,-1.083328,0.629481,-1.401608,1.286094,1.580418,-1.623037,-1.699997,0.029925,-0.016393,-0.470211,-0.634468,0.606433,-0.670451,-0.073984,P
1.234416,1.250608,-0.429336,-1.550467,1.147028,-1.48789,-1.016702,-1.642326,0.07116,-0.164678,0.874618,1.28758,0.278162,-0.978335,-1.44176,0.333279,1.504518,1.705959,-1.332153,0.899317,0.859852,-1.595852,1.524746,0.780504,1.579693,P
1.405563,1.531937,-1.243314,-1.700058,-1.069576,-1.648584,-0.517792,-0.52031,1.579896,0.451363,-0.533764,-0.249377,0.926966,-0.098077,1.186246,-0.258251,-1.362555,-0.485558,1.60268,-0.803331,0.171126,1.244979,-1.516049,-1.156018,1.492651,N
0.44067,0.168638,1.222907,1.723645,0.156269,1.579092,0.080756,-0.675934,1.341325,0.223408,-0.876101,-0.530157,0.921724,-0.103016,-0.213437,1.703405,-1.125727,-0.494944,1.566776,-1.122236,-0.346786,1.341131,0.444579,0.510654,1.213191,N
-0.750791,-0.806058,-0.238461,-1.217153,-1.017574,0.367126,-1.577196,-0.529048,-1.066044,0.167984,0.29523,1.03494,0.291094,-1.061081,-0.941388,-1.503879,-0.582956,1.314364,-0.44017,-0.07502,-1.2357,-0.326832,1.256769,1.758797,-1.405185,N
-0.682814,-0.235344,-0.867806,-1.185398,-1.174183,1.107823,-0.849528,0.008133,-0.90303,-1.760159,1.375405,-0.525298,0.549877,0.13348,0.536943,-1.477396,-0.166901,-0.285156,1.398181,-1.501707,-0.176548,1.057894,-1.09302,-0.103812,1.342986,N
0.19754,-0.009527,-1.190309,-1.560934,0.935968,-1.367296,0.362853,-0.513442,-0.813909,1.629855,-1.155567,-1.377765,0.854398,-1.36453,1.172361,0.308505,1.647979,-1.429994,0.465607,-0.732927,-0.180034,0.35648,1.158036,0.427672,1.698899,N
-1.443462,-1.156857,-0.40212,-0.711823,-0.108426,1.545335,1.696636,-0.901559,1.34778,1.2632,0.551412,-1.068752,0.377397,-1.68024,-1.736311,0.123345,1.681871,-0.126186,0.486594,-0.819283,1.332827,-0.827307,-1.3731,0.43176,-0.233765,P
1.198944,1.604285,-0.801511,-1.362972,1.497662,-0.72187,0.668275,1.032813,0.519958,-1.625823,-0.482609,-1.185674,-1.58639,0.960616,-0.570616,-0.194088,-1.058412,-0.867812,-0.330532,0.901675,-0.822726,1.388103,-0.256889,-0.294406,-1.201068,N
0.072501,0.661913,0.831986,0.926182,-0.548086,1.503348,0.952206,0.919388,-1.533666,0.92655,-0.186208,1.696518,0.901545,-0.082736,1.454331,0.454692,-1.386659,-1.283874,-0.65954,1.595389,-0.027491,-0.824073,1.730978,1.392703,1.494783,P
-0.068864,0.212596,-0.352312,-1.173745,-0.506955,-1.502994,0.983505,0.690038,-1.451785,-0.56592,1.625481,0.190489,1.089965,1.421279,0.557689,0.403713,-1.059874,1.070963,-0.450795,0.534053,1.572866,-1.402644,0.563516,0.299852,1.353219,P
1.627957,0.923618,-0.876218,-0.889449,0.065726,-1.165873,-0.462589,0.029191,1.251597,1.659625,0.456452,1.567553,0.339542,1.311402,0.208485,0.626973,1.004825,-1.15644,1.300456,-0.031268,0.879162,1.576943,-1.443978,-0.262848,0.454811,P
-1.520821,-1.25454,-0.750144,0.487912,1.54693,-1.289331,-1.268801,1.434491,0.438406,-1.034748,0.15081,-0.93062,1.462368,-0.09637,-0.282111,-0.56499,-0.363243,-1.522079,0.650318,-1.727177,-1.241323,-1.526342,-1.728643,1.479989,0.758316,N
2.000257,1.501231,1.853404,1.451897,1.26773,-0.433075,-1.468449,0.910569,0.384862,0.951515,0.736437,-0.725053,-1.037301,0.604955,-1.266673,0.30617,-0.441706,0.87846,-0.360729,1.358344,0.147065,0.018349,-0.579555,-1.651535,1.373012,N
2.101388,1.48901,1.366958,-0.257172,1.148736,-1.676139,0.075694,-0.501365,1.380824,0.602849,0.597362,-0.806205,0.356042,1.445875,-0.960159,1.700565,0.02345,-1.532619,-1.327751,0.819504,1.503719,1.268672,0.458231,0.977879,1.452891,N
-1.696445,-1.106788,-0.913026,-1.158675,-0.798289,-0.297321,-0.545085,1.493917,-0.257749,0.704242,1.534238,-0.406578,-1.145722,-1.60289,-0.420734,-0.903616,-0.850104,0.027635,1.307433,0.981484,-0.776168,0.759936,-0.230815,1.74786,-1.634843,P
-1.229951,-1.164179,-0.76106,-1.672807,0.155233,-0.241921,-0.719348,1.676421,0.547814,1.676475,-0.256667,0.812481,-0.73541,1.011177,0.70092,1.268867,1.087318,-0.94896,-0.896117,-0.920938,1.059015,-1.496179,-0.252141,1.637053,-1.08509,P
1.913047,1.304301,0.19974,-1.339212,0.5829,-0.226938,1.67955,1.458453,0.349285,0.24608,-1.543784,1.609655,-0.108553,-1.008696,-0.367958,-0.997893,1.016619,1.184545,0.634197,1.252067,0.098453,0.140942,1.274571,1.131965,0.191347,N
-0.994025,-1.064033,-1.194308,0.582786,0.545342,1.200259,1.022647,0.329654,0.209171,-0.675228,-1.553501,-0.065721,1.093193,-1.09255,-0.270589,-1.714183,1.274278,-1.556646,1.633563,0.211688,1.49943,1.600505,-1.534502,1.128972,0.109701,N
0.582979,-0.048211,0.019685,-0.649923,-0.720148,0.354598,0.413602,0.153504,1.03188,0.257808,-0.329086,0.993622,-0.117011,-0.124453,0.640082,-1.123971,-0.483231,-1.248629,1.62428,0.076708,-1.501432,0.698388,0.725801,-1.428074,-1.075889,P
0.085681,0.6637,-0.22347,-0.413219,0.004883,1.465877,-1.030893,0.172288,1.037906,-1.248222,-0.990477,1.172926,-0.703926,0.538802,-0.889478,-1.197753,-0.527961,0.269605,-0.570504,0.894835,-0.446047,-1.078482,-0.923056,0.950686,-1.061213,P
0.891067,1.219092,1.754867,0.94074,-0.701196,0.58472,0.843893,0.699201,-1.685861,-0.118641,0.810822,1.731696,-1.124989,-1.009169,-0.834286,-0.878323,-1.114075,-0.758028,1.624256,0.500113,0.516078,-1.221255,-1.526473,-0.798969,0.24769,P
-0.093463,-0.510254,-1.644596,-1.645065,1.446067,-0.33673,0.774084,-0.71945,0.826916,0.631608,1.610033,-0.145736,1.441959,1.159954,0.095454,1.498458,-0.930354,1.305737,-0.301075,-1.268816,-1.660818,1.04817,-1.547017,-0.18308,1.147782,N
-1.170987,-1.528478,-0.977858,1.448839,0.514084,0.474207,-1.241663,-1.320447,1.738166,0.464715,0.560136,-1.008017,-1.719259,-1.630617,-0.452311,-0.457999,-0.978366,0.090472,-0.823554,1.328888,1.132057,-0.290663,-0.935061,0.982949,0.226884,N
-0.558251,0.177308,0.176969,-0.240518,-1.688499,-0.690778,-1.219372,0.907971,0.627422,-0.072591,-1.349665,-1.101757,-0.701331,-0.075229,-0.831068,-1.460339,1.2782,-1.091747,0.532922,-0.05426,1.159767,0.864319,-1.457679,1.247068,-0.122719,N
-0.262355,-0.360428,-0.789869,-0.486057,1.345655,-0.147378,0.983797,-1.026182,0.846548,-0.817955,0.384887,1.738993,0.01548,1.236145,-0.519816,-0.901361,1.403131,-0.078752,-1.348133,0.461931,1.456236,-1.45211,0.011905,0.946978,-0.896405,N
0.750853,0.863775,0.948817,-0.60108,0.823632,-1.479759,-0.728401,-0.35539,-0.959354,-1.169049,0.697214,-1.603203,0.575627,-0.866436,-1.419455,-1.042195,1.421231,1.296249,-0.423426,0.051009,1.038153,-1.425009,-0.674407,0.222399,1.682819,P
-0.161809,0.633025,-1.326841,-1.759936,-0.744151,0.098364,-0.037082,-1.310461,0.429088,0.783497,0.933414,-1.1771,-0.412497,0.968607,0.365511,0.789663,-1.104384,0.151337,-1.709565,-1.551848,-1.465761,-1.587635,0.643132,-1.461976,1.299251,P
-0.144164,-0.321835,-0.121426,0.603979,0.043939,-1.24168,-0.867321,1.060708,-1.096743,1.190961,1.396054,-1.464348,1.180227,0.195529,-0.134981,1.209374,-0.965197,-1.028102,-1.502528,0.655103,-1.082633,-1.486985,-0.730562,0.297933,-0.516498,N
-2.235707,-1.714593,-1.524427,-1.490995,-0.077049,-0.700487,-0.458636,1.547972,1.777278,-0.027429,1.281088,-0.995317,1.082581,1.207758,0.5302,1.756069,0.18708,-0.72813,-0.815262,1.063763,-1.611374,1.532611,0.394357,-0.824962,-1.399537,P
0.650171,0.158661,-0.668324,-1.707606,-1.570065,-1.554815,-0.904554,-0.370805,-1.587745,0.853503,0.116014,1.055469,1.434288,0.328888,0.497302,-0.950391,0.439612,0.148439,1.392508,0.958149,0.332148,0.973497,-0.208008,0.836316,-1.528889,P
-0.083738,0.093488,-0.068053,-0.077893,-1.492628,-1.274358,0.306359,0.002138,-0.121755,-1.530186,1.192797,-1.296495,1.091475,-1.09504,-0.180226,-1.53639,1.575728,-1.191351,-1.141494,-0.80973,1.12848,-0.326595,-1.429668,-0.06896,-1.574371,N
1.245094,1.126186,1.030694,-0.033067,-0.61368,-1.67296,0.46865,-1.515201,-0.144832,-0.948157,-1.082611,-0.435989,-0.11116,-0.79674,1.300919,-0.913255,1.450987,-0.52873,0.011219,0.077341,1.61776,-0.097973,1.304603,-0.668003,-0.077399,P
-0.516672,-1.521937,-1.095245,1.583189,1.654219,0.635028,-1.511651,-0.515646,1.527085,0.374423,0.566607,-0.418161,1.615443,-1.482323,-0.870788,-0.722362,0.944295,-1.245439,1.390342,-0.488268,1.655499,0.862616,-0.378396,-0.616858,0.711404,N
-0.668046,-0.947545,-0.668373,0.402753,-0.262902,-0.272218,-1.196491,-1.572047,-1.459259,0.415979,0.349597,-0.958121,1.33932,0.210512,0.493191,1.553674,1.295938,-0.734316,0.508126,1.495456,-1.331424,-0.053983,1.455233,0.967804,0.641813,N
-0.347273,-0.874811,-0.235538,1.050832,-0.996523,-0.265483,0.368009,-0.857803,0.29332,0.556225,-1.378056,-1.478558,1.590439,-1.323109,1.503103,1.108208,0.061911,-0.420009,1.046353,-1.022717,-1.400966,-0.656802,0.366197,-0.334908,0.550854,N
0.120027,-0.510394,0.286337,1.637339,0.316765,0.365373,1.196326,1.723125,0.28068,0.837521,0.371148,0.914394,-0.304987,-1.439176,1.500825,-0.832286,-0.225559,1.585075,0.563429,-1.337161,-0.118319,-0.189033,-0.246846,0.853225,1.383085,N
1.015859,1.649212,-0.465869,-1.425333,-0.219392,-0.625577,0.060333,1.666378,1.187821,0.179241,-1.326106,-1.313038,-1.562525,1.352213,0.758743,-0.602418,1.142706,-0.304492,1.041171,-1.001673,0.351897,-1.68497,0.073729,0.238721,0.550827,P
-1.618149,-1.625836,-0.40301,-1.765091,0.798917,0.57345,-1.482095,0.943165,-0.516686,-1.319993,-1.124305,-0.511878,0.459292,1.068341,-1.411696,-1.213835,-1.049111,0.935551,0.051254,-1.633055,0.579316,-0.576428,-0.755857,-1.241578,1.319586,P
0.928444,0.62774,-0.98506,-1.252483,0.321387,0.807127,-0.72081,0.534415,-1.56847,0.67861,0.606714,1.327611,-0.501189,0.263535,-0.443988,-0.886403,1.245955,0.436086,-0.252982,-1.541104,0.358357,0.471994,1.095254,-0.858682,-1.296958,P
0.152909,0.970566,0.963206,-0.649456,0.841007,0.419945,-0.871253,1.0378,-0.543127,0.884041,-0.281491,0.228188,-0.751103,0.110425,-0.431884,-1.018174,1.43898,-0.159465,1.258307,-1.294956,-0.421808,-0.953049,-1.159626,1.404639,1.51102,P
0.06643,0.325531,1.44,0.744867,1.484352,-0.082524,0.561962,-0.092471,-1.646711,-0.784516,-1.675017,-1.407913,-1.391271,-0.408881,-0.095999,-0.888541,-0.211399,-0.42436,-1.244368,0.288865,-1.530015,0.333237,1.528572,1.746581,-0.478533,N
-0.585776,-0.357221,0.065958,0.029112,1.090372,0.846378,1.167874,1.318953,1.481772,0.680798,1.201406,1.041076,0.492266,0.114527,1.565031,-1.654567,-0.521507,1.388452,0.803019,0.722766,-1.093986,-0.918716,-1.680687,-1.132014,-1.607716,N
0.42526,0.36244,0.058453,-0.253204,1.421353,1.470958,-0.737112,-0.771565,-0.323699,-1.375454,-1.40829,1.22687,-0.4039,-0.311252,-0.005655,-0.123253,-1.031882,-1.44797,-1.587869,0.608737,-1.570725,-0.739341,0.163818,0.604895,1.142283,P
-2.051548,-1.59993,-0.556187,-0.910345,0.747227,1.106897,-0.563907,-1.429857,1.135337,-0.327917,-1.058939,1.712021,1.041409,-1.004888,-0.366775,0.508931,1.533548,0.291571,0.665506,0.700915,-0.957321,0.960835,-1.141646,0.422855,1.173388,P
0.088444,0.233475,0.279547,0.045259,-1.037956,0.524547,-1.028246,0.394509,0.830759,-1.470193,1.217089,-1.463772,1.08231,1.009972,-0.939244,-0.76227,0.158623,-1.211793,0.55146,-0.925668,0.671906,1.701166,-0.965761,1.126867,-1.408066,P
0.904377,0.538764,-0.257431,-0.562171,-1.599306,0.350949,-0.729685,-0.780421,-0.176978,-1.37948,0.598386,-1.183773,1.217962,0.74966,-0.46179,0.130094,-1.08665,-0.383806,0.424513,-1.453791,-1.557531,-0.249855,-0.753115,1.758234,-0.480724,P
-0.220859,-0.372655,-0.959112,-1.041857,1.708514,1.200077,-0.627927,-0.8436,-0.883645,0.145556,0.311427,-0.472534,1.491583,-0.38908,0.248153,1.001406,1.696731,1.556435,1.170535,0.77802,1.723575,-1.493719,0.079048,1.070662,-0.641809,N
0.664458,1.262964,-0.896016,-1.405471,-0.675562,-1.28335,0.24329,0.645264,0.946718,-1.105686,1.647952,1.100551,-1.174801,1.316534,-1.112283,-1.688597,-0.559538,1.604392,-1.540869,0.194632,-0.800011,-0.982463,-1.217668,0.492557,0.826415,P
0.109988,-0.262708,-0.903426,-1.587423,1.576776,0.778416,1.512059,-1.154313,0.726651,-0.02852,-0.311214,1.795206,0.733962,0.353483,0.180903,0.153772,-0.494627,0.070261,-0.393158,-1.764295,0.053772,-0.181999,-0.386329,-0.753836,0.938363,N
0.638388,0.79877,-0.820406,-1.209424,-1.626187,-1.659098,1.390674,-0.161387,0.398784,-0.843606,0.836866,-0.87646,0.688115,1.238409,0.131208,1.025395,-1.578855,0.493656,-0.259267,-0.639158,-0.345857,-1.111354,-0.883128,-0.172001,-1.473584,P
0.979066,0.524834,1.379273,1.315023,1.653212,-1.30084,-0.836702,1.062263,-1.102749,-0.78608,0.685068,0.979648,-1.571846,-1.189138,-1.342551,-1.486493,-0.506311,1.668929,-0.787249,-0.076202,-0.948698,-0.812336,1.627287,0.115048,1.687066,P
-0.83416,-1.000302,-0.935001,0.083808,-1.339229,-0.592107,0.544635,0.600775,1.281452,0.775037,1.689815,0.167537,0.615643,-1.408343,1.665858,0.936003,-1.638655,-1.43098,-0.01339,-0.284208,0.090029,-1.35794,1.430391,1.340654,-0.089172,N
1.786743,1.678391,0.639314,-0.449785,0.641389,-0.560273,-0.194162,1.610114,1.610631,-0.061302,-1.553021,-1.287638,-0.50642,1.503951,-0.067858,-1.309648,0.050637,0.040472,1.157328,0.810321,-0.358104,1.486187,-0.75662,-1.758853,1.681915,N
0.442412,0.118178,0.756596,0.700134,-1.130747,1.390652,-0.541623,-0.04198,0.234052,-1.28457,-0.486889,0.251676,-0.025746,0.795229,1.1727,-0.634835,-1.050372,0.314616,1.305471,0.704668,-1.408695,-1.499515,-0.002762,-1.399968,-0.492962,P
-1.335099,-0.770737,-1.35973,-0.139625,0.197289,1.13977,-0.853774,0.246346,-1.28701,-0.046456,-1.38854,-0.730096,0.731045,0.080254,-0.270368,0.31465,0.087274,1.111844,1.313839,0.882198,1.519088,-1.193319,-0.939133,-1.733088,-0.071066,N
-2.410843,-1.778148,-0.644646,-1.186205,-0.541574,-0.099855,-1.238926,-0.480613,1.780597,-1.121908,-0.595055,0.057341,-0.18449,-0.528968,0.529912,-1.224107,-1.060904,-0.851975,-0.024378,1.416806,-1.039919,-0.446457,-0.868596,-1.309575,-0.46679,P
-0.809464,-0.863987,0.307792,1.116412,-1.196394,1.004348,-1.584788,-0.507815,1.323396,-1.322814,1.147228,-1.497264,-1.264012,0.679599,-0.92216,-1.451958,-1.13288,-0.829548,-1.079025,0.911237,0.415564,-0.511357,1.470776,-0.908565,-1.402511,N
-1.547786,-1.749546,-1.406575,-1.573557,0.553351,-0.042042,1.045254,-1.503434,-1.375888,0.266487,0.143043,-1.564381,0.007799,-0.505823,1.25829,0.694861,-1.077506,-1.392721,0.32324,0.100185,-1.026702,-1.630157,-1.223045,0.211685,-0.475048,P
1.694457,1.598304,2.633341,1.406561,-0.017319,0.307761,-0.170413,-1.095424,0.042703,-0.704012,0.17638,-1.433359,-0.223978,0.404953,0.72508,0.643144,0.72905,-0.494805,1.387143,1.580544,0.256483,0.382804,1.038307,0.427788,-1.22181,N
2.112124,1.391777,0.849655,0.081823,0.590152,-0.235191,0.763907,0.314438,-0.420176,1.157523,-0.052693,-0.328073,0.44396,1.742171,1.33478,1.1596,1.478031,0.222379,-0.556971,-0.401893,0.092571,0.183591,1.419819,-1.240656,-1.460464,N
-1.741425,-1.529147,-0.501728,-0.841819,-1.278739,0.870773,0.872518,-1.231955,1.224497,0.591904,-0.446872,1.716053,0.9487,0.799106,0.595777,1.467752,0.155293,-0.956952,1.263228,-1.275231,1.022963,0.274181,0.501854,-0.316895,-1.468834,P
1.872904,1.688018,0.054337,-0.865739,1.64333,0.552316,-0.443336,-1.408475,0.598773,1.522468,0.996607,-0.877377,0.138339,1.110241,1.369122,1.618478,-1.334098,0.901979,-0.362897,-1.11275,-0.860411,0.954967,-0.592143,1.216961,-0.585982,N
-1.905907,-1.660508,-0.448376,-1.148883,0.698269,-1.244403,-0.289119,-0.187486,-0.159183,1.507817,-0.488401,-1.036838,1.279797,-1.152239,-0.526897,1.199415,0.222321,1.10849,1.054015,-1.636266,0.422912,-1.632868,-0.234469,0.610308,0.046958,P
-0.576529,-0.305866,0.208533,0.391208,0.789283,-1.10583,0.609566,-1.253212,-1.651924,1.634581,1.608819,1.013057,0.239336,-0.818631,-0.624864,-0.290358,-0.211024,0.72279,1.326991,-0.940874,0.743269,-1.371636,-0.061297,1.168586,1.128672,N
0.13871,0.480258,-0.364818,-0.867709,1.57626,-0.367833,-0.868497,-0.035433,-0.240718,-1.640233,1.665945,1.427354,-0.750235,-1.470519,-0.269568,1.637401,1.000428,0.605196,-0.722442,1.026689,0.972636,-1.427404,-1.532744,0.80619,0.3887,P
-0.911234,-1.284265,-0.91533,0.388664,-0.59604,-0.153633,-1.565515,0.478066,1.018069,0.055838,-0.16944,0.290493,0.728687,-0.070113,-0.946531,-1.122476,-0.846401,-1.150257,-0.371281,0.246476,-1.083634,-1.4375,0.055659,1.268862,-0.259313,N
0.592644,1.297551,-1.715683,-1.597823,-1.599584,1.595644,0.679255,0.623712,1.679179,-0.561508,0.235826,0.156152,0.985435,-1.104525,-1.11002,-0.117572,-1.184797,-0.70433,-0.899666,1.53598,-0.653593,-1.694871,-1.61975,-0.321994,1.029668,P
0.164435,-0.167526,-0.305317,-0.336252,0.575584,-1.39433,-0.064008,-1.212718,1.615173,0.808826,-0.782756,-0.504695,-0.386374,1.686104,-0.486845,-1.635131,1.436,-1.649441,-1.232734,-1.48503,-0.872774,1.41553,0.222261,0.882713,-0.922377,N
0.16917,0.641201,1.805476,1.049578,0.464155,-0.180384,-0.699878,0.21752,1.696237,-0.835736,-1.130059,-0.140561,1.146615,0.254381,1.436376,-1.497222,0.439784,0.972319,-0.169768,-1.591693,0.975203,-1.057584,0.579658,-1.726254,-1.57148,P
-0.653662,-1.257217,-0.412802,0.759076,-0.170181,1.251775,-1.066834,1.150674,0.71345,1.356662,0.130431,0.231241,-0.856344,0.47592,-1.736419,-0.982695,-1.324919,-1.669073,0.490354,1.129221,-1.106245,0.461275,-0.457852,0.714143,0.941774,N
1.069407,0.405594,1.543755,1.144356,0.674439,1.505539,0.77993,-1.514742,-1.321751,1.667576,0.837597,-0.673711,-0.737959,0.035366,-0.278548,0.433805,0.978914,1.426782,-1.650909,-0.848936,1.731823,1.284141,-0.216152,1.346715,1.062578,P
0.320618,1.05342,2.531607,1.580311,-0.691232,-0.002907,0.25986,0.135362,1.022917,0.257479,0.996488,-0.677785,0.122054,1.734119,0.361656,0.006366,1.291358,-0.202599,-0.430666,0.800653,-0.284693,0.826098,0.512234,-0.914615,0.804497,P
-1.19303,-1.098513,-0.676114,0.222824,-1.042546,-1.491937,-0.658127,0.823341,-1.047781,0.976955,0.485575,0.495597,-0.975488,-1.19421,-0.41965,-1.609767,0.347941,0.987696,-1.497123,-1.449546,1.039703,0.399925,-1.030059,0.457333,1.494931,N
-0.385252,-0.153697,-0.819682,-1.148856,-1.65907,-1.534367,-0.918323,0.330303,0.257308,-0.930512,1.359599,0.45373,-1.15324,-0.700579,-1.404103,0.609095,-0.773831,1.672424,0.698186,1.515622,0.010924,1.46578,1.099549,1.061614,-1.643859,N
-0.233978,-0.570211,-0.355457,-1.640475,1.541329,-1.253477,1.395702,-0.210803,-0.858059,-0.593613,-0.824234,-0.338688,-0.07281,-1.045569,-1.3047,1.079397,0.064723,0.289239,0.487544,-0.86174,-0.717693,0.230215,-1.558903,-1.100736,-1.5565,N
-0.718066,-1.239135,-0.172279,1.218393,-0.844045,-1.013071,0.537458,0.316637,-0.817937,-0.950272,-1.05336,1.096245,-0.897971,1.273623,1.007956,0.645016,1.685087,1.688148,-0.491175,-1.241861,-1.495931,0.40446,0.576583,1.047871,-1.418121,N
0.6319,1.441534,-1.175957,-1.45712,0.158063,-0.131936,-0.973502,-1.695115,0.077098,0.703853,-0.894849,-0.480352,0.883504,-0.183753,0.225607,-0.857215,-0.330334,0.537533,1.395724,0.968453,-0.05124,1.485233,0.763795,-0.865374,1.027325,P
1.083548,0.74516,0.76659,0.334411,1.533751,-0.682581,0.81183,1.253855,0.397165,-0.840577,-0.165671,1.574792,0.790445,-1.418866,-1.38848,-1.49746,1.0331,1.272017,-0.880714,-0.183105,-1.637074,0.860034,-1.500866,-1.34035,1.264716,P
1.513773,1.147206,-0.527076,-1.588419,1.499511,-0.739972,-0.181477,-1.119442,-0.860599,1.220564,1.446837,-0.707733,1.525477,-1.278103,-1.230336,-0.56544,-0.869923,-0.033768,-0.775312,-0.257364,0.324571,0.0394,-0.92681,1.617897,-0.488437,P
0.536328,0.39201,-0.680993,-1.023823,0.789253,0.577198,-1.128742,-1.27965,0.759031,-0.689743,-0.761019,-0.723795,1.073995,-1.697888,0.899573,1.383459,-1.299663,0.421917,-0.493759,-1.182434,1.258354,-0.919041,-0.960372,0.476319,-0.22624,P
-0.19494,-0.949676,-0.50951,0.110664,-0.406524,-0.016473,1.647848,-0.582153,-1.387421,-1.551688,0.10433,1.316387,-1.021615,1.001262,-1.57286,1.625586,0.899464,0.03505,0.992064,-0.778549,0.45237,-1.147006,-0.69214,0.312318,0.310758,N
0.734594,0.765876,1.166406,0.617485,1.640882,-0.916732,-1.497338,0.191952,-0.366676,-0.742192,0.673831,-1.556668,-0.468763,-0.891683,0.639708,1.524146,-1.307508,-0.960309,0.586831,0.697245,-0.187641,0.532023,-0.968937,0.084366,-1.008286,P
-0.215011,0.126809,0.677821,1.355255,0.283135,-0.077184,0.124623,0.376288,-0.410569,0.891691,-1.195988,0.12601,-1.669288,-0.069737,0.496031,0.834937,1.649456,-0.289845,1.417936,-0.870486,1.753418,-0.528339,-1.496903,1.350073,-0.913833,N
-1.108413,-0.780256,-0.926955,-1.176528,-0.997112,-0.172454,-0.59047,-0.208194,-0.943238,-0.164073,1.307932,-0.470082,-0.050602,-1.407339,-0.470869,-0.882918,0.600108,1.619787,-1.42555,-1.35765,-0.205987,-0.211843,0.533661,0.684748,0.641462,N
-0.559874,-1.116936,-1.057896,0.556239,-1.191499,0.362419,0.562127,0.98125,-1.553638,1.313426,0.776424,-0.159497,-0.016181,1.204783,-0.286098,-0.323144,-0.215122,0.47261,-0.363847,-0.622139,-0.527965,0.098203,-1.396273,1.226312,-1.203393,N
1.036433,0.823543,-0.263121,-0.645989,0.047107,0.328045,0.751919,0.919681,0.317669,0.01776,1.368842,0.098376,0.634835,-0.593784,-1.121052,-0.063969,0.111098,0.752233,1.099784,0.769193,-0.259438,-1.627439,-0.923375,-0.477392,1.160535,P
0.720147,1.213256,1.969021,1.036406,-1.69527,0.440594,0.828884,0.780473,-1.320904,1.322297,-1.484422,1.426462,0.736386,-0.883216,-0.587315,-1.243319,0.600889,-0.34072,-0.644472,-1.812134,-0.585318,-0.768292,-1.313387,-1.631696,1.58673,P
-1.717769,-1.693309,-1.313618,0.826534,-1.229043,0.493265,-1.407986,0.358001,1.666105,1.470117,0.755675,-1.41976,-0.171331,1.26303,0.229928,1.719488,-0.954171,0.266752,0.599477,1.012758,-0.221778,1.082007,-0.303524,-1.378331,-1.679844,N
0.247489,0.49668,0.509348,0.30837,-1.0249,0.477183,0.322511,0.578616,0.301955,1.487,0.469289,-0.980672,0.046567,0.666865,0.649115,-0.273701,-0.530572,-0.021332,0.00476,-0.237004,-1.635635,-1.342174,0.475357,0.579377,-0.279663,P
0.738598,0.349951,0.795938,1.15801,1.705653,-1.543059,-0.800314,0.373554,-0.36728,0.506036,-1.201385,0.915487,-0.862389,0.432109,1.312369,-1.045876,1.031083,0.662753,-0.426085,-1.022695,-0.931386,0.066545,0.541598,-0.832823,0.018705,P
-1.471522,-1.511318,-0.466115,-1.096926,-1.497568,-1.098478,0.431102,-1.619368,-1.003894,-0.870001,-0.527193,0.189267,-0.05983,1.564896,0.805754,0.2621,0.541201,1.300934,0.335401,-0.792105,0.896843,0.822161,0.850601,0.189127,1.686812,P
-0.568173,-0.188951,0.343087,0.006506,1.58985,-0.155394,0.389282,0.724952,0.447845,-0.544394,0.99202,1.418547,-0.800411,0.699385,0.916756,-1.611767,0.70434,0.977,-1.366949,-0.375921,-1.432943,-1.352773,-1.314716,0.882097,1.238192,N
-1.867665,-1.624964,-0.533484,-0.879089,1.043747,0.0382,0.065788,-0.5017,-0.108166,-0.414571,-0.301406,-0.752865,-1.294588,0.769946,0.132627,-0.366736,-0.029363,0.319417,-1.496111,1.300705,-0.180773,-1.370247,1.542901,-1.145183,-0.058938,P
-0.847238,-1.13004,-2.104539,-0.476769,-0.620557,-0.177789,-1.496443,-1.65776,1.630447,-1.704776,-1.467114,-1.374561,0.47201,1.242386,-0.686566,-1.194996,0.557686,1.04276,-0.212157,-1.438139,1.655974,-0.668252,-1.022719,1.360742,-0.449032,N
-0.64207,-1.404595,-1.090649,-1.461047,0.266657,-0.146406,-0.034944,0.808516,-0.422015,-1.449759,0.984386,-0.708248,0.117011,-0.356394,-0.855991,-0.718343,1.252943,-0.302637,-0.235166,-1.062995,-0.633046,1.399954,-0.282784,0.741913,1.271784,N
