@relation creditcard-weka.filters.unsupervised.instance.Resample-S1-Z5.0

@attribute Time numeric
@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute V8 numeric
@attribute V9 numeric
@attribute V10 numeric
@attribute V11 numeric
@attribute V12 numeric
@attribute V13 numeric
@attribute V14 numeric
@attribute V15 numeric
@attribute V16 numeric
@attribute V17 numeric
@attribute V18 numeric
@attribute V19 numeric
@attribute V20 numeric
@attribute V21 numeric
@attribute V22 numeric
@attribute V23 numeric
@attribute V24 numeric
@attribute V25 numeric
@attribute V26 numeric
@attribute V27 numeric
@attribute V28 numeric
@attribute Amount numeric
@attribute Class {0,1}

@data
81774,1.36342,-1.147236,0.64936,-1.352918,-1.519523,-0.411694,-1.045684,-0.086498,-1.846545,1.327932,-0.096039,-0.414197,1.161703,-0.468888,0.942451,-0.504476,0.668444,-0.601445,-0.617973,-0.212721,-0.303715,-0.570112,0.157672,0.048592,0.062165,-0.388151,0.054287,0.036543,63,0
121881,1.978633,0.138686,-1.730372,1.203099,0.665581,-0.6097,0.575275,-0.270378,-0.078617,0.411368,0.458634,1.047926,0.001076,0.65645,-1.222327,-0.450959,-0.52172,-0.081228,0.191952,-0.227088,0.091764,0.436057,-0.076124,-0.406648,0.478648,-0.487727,-0.020235,-0.072271,25.29,0
66726,1.23683,0.024951,-0.319493,0.885835,0.650706,1.101712,-0.138575,0.300294,0.309885,0.076558,-0.563295,0.085635,-0.972375,0.370481,-0.552308,0.026696,-0.554142,0.210734,0.578944,-0.185575,-0.173979,-0.34935,-0.278529,-1.731383,0.826396,-0.219267,0.026402,-0.013546,11.36,0
54959,1.423781,-0.775637,-0.217097,-2.742899,-1.167741,-1.746184,-0.172597,-0.430788,0.538621,-0.690847,-0.167579,0.669418,0.455784,0.329945,1.784541,-2.553156,0.219187,1.207264,0.382538,-0.453253,-0.442976,-0.684737,-0.01453,0.368215,0.622998,-0.86577,0.071495,0.027683,26.43,0
152394,0.302316,0.236702,-0.793358,-2.042058,0.634237,-1.108859,1.171368,-0.419821,-1.983203,0.375792,0.620351,-0.236566,0.297763,0.357888,-1.231935,0.751927,-0.174455,-0.984877,0.881939,0.106286,0.473911,1.240682,-0.29619,-0.342246,0.24971,0.00774,-0.019861,0.002534,47.85,0
143695,0.704455,-0.49225,-0.170011,-2.713636,-0.127957,-0.913981,0.344977,-0.443054,-2.36227,1.463093,0.454231,-0.878107,-0.158259,-0.055575,-1.017958,-0.388254,-0.133199,0.32694,0.069195,-0.370155,-0.237257,-0.196206,0.07493,-0.402111,-0.759958,-0.472358,-0.097344,-0.189308,15.5,0
63394,1.454064,-0.415964,-0.332912,-0.818096,-0.418602,-0.706141,-0.14937,-0.228398,-0.938367,0.690089,-1.407457,-0.761188,-0.262425,0.365353,0.857458,-1.056671,-0.268062,0.757766,-0.101461,-0.466758,-0.872203,-2.161158,0.163273,-0.665756,0.093417,0.6871,-0.084047,-0.000767,21.98,0
64733,-0.930435,0.753089,2.507377,-0.07032,-0.425885,0.382879,0.001003,0.345498,0.126226,-0.333048,0.543985,0.636643,-0.099629,-0.392728,-0.603019,0.301145,-0.488522,0.538741,0.598711,0.142366,-0.041575,0.051142,-0.305189,0.027594,0.23137,0.358074,0.15901,0.126119,9.99,0
139669,1.98108,-0.686946,-0.84733,-0.518989,-0.311166,0.018743,-0.573255,0.077085,0.946832,0.072544,0.003391,0.649871,0.092661,0.076694,-0.034106,0.970886,-1.05291,0.222769,0.843987,-0.034787,-0.28186,-0.850702,0.288397,-1.077167,-0.688958,0.895701,-0.10107,-0.066979,51.85,0
42382,1.20058,-0.077118,0.555955,0.57082,-0.639791,-0.646034,-0.071087,-0.1701,0.587288,-0.33751,-0.606761,0.938497,0.786487,-0.366666,-0.429476,-0.428215,0.086142,-0.71168,0.309525,-0.011987,-0.075317,0.027878,-0.108866,0.493533,0.560317,0.666177,-0.031926,0.012405,27.83,0
137287,-2.389448,-4.069959,0.365831,1.433415,3.831662,-2.344334,-2.769435,0.27678,-1.401422,1.461337,0.54133,1.170314,1.468166,0.171952,-0.312245,-3.086193,0.909039,1.809148,2.357093,0.972248,0.325253,0.553651,0.744154,0.86005,-0.789259,0.968024,0.116596,0.318359,11.5,0
43074,1.007964,-0.235035,0.390788,-0.082068,-0.196463,0.211427,-0.122813,0.158205,-0.221729,-0.135138,2.116404,1.548736,0.780334,0.355057,0.836747,-0.04335,-0.060565,-1.243421,-0.33164,0.079268,-0.213026,-0.753269,0.202551,-0.240267,-0.19697,0.669402,-0.058124,0.009002,78.5,0
39317,1.305701,0.188414,-0.239987,0.282993,0.217058,-0.033021,-0.123327,0.092162,0.036437,-0.077636,0.274723,-0.117953,-0.784266,0.060408,0.614793,1.107545,-0.662165,0.761023,0.588523,-0.103284,-0.335065,-1.050486,-0.028959,-1.040038,0.320582,0.161424,-0.035959,0.004847,0.89,0
52390,1.422596,-0.585435,0.065357,-0.885259,-0.728806,-0.249774,-0.655936,0.034128,-0.862838,0.880402,0.237125,-0.32233,-0.708937,0.432425,0.393911,-0.717709,-0.556207,1.787636,-0.135034,-0.518935,-0.47534,-0.961059,0.014012,-0.538354,0.193243,0.989493,-0.066278,-0.012465,1,0
61589,-0.744156,0.815377,0.65574,1.315595,-0.609887,-0.936562,0.944138,0.149342,-0.73963,-0.573435,-0.410229,0.518579,0.20018,0.524844,-0.034826,-0.809954,0.44964,-0.283473,0.447286,0.162091,0.294844,0.648493,0.2905,0.945238,-0.417014,-0.38088,0.049599,0.128615,136.67,0
42161,-0.754309,1.065101,1.350864,-0.43912,0.229178,-0.451796,0.929458,-0.163196,-1.048801,-0.149964,1.252468,0.605201,0.287683,0.410075,0.391931,-0.000704,-0.302527,-0.201866,1.591935,0.09326,-0.329722,-1.120458,-0.131528,0.041332,-0.074157,0.732527,-0.297589,0.041973,29.99,0
114349,-0.249437,-0.553554,-0.966491,-0.471607,2.219276,-0.988149,0.490959,-0.132537,0.169347,-0.393998,0.310227,-0.132147,-1.085873,-0.662418,-1.034105,0.571656,-0.185113,0.637368,0.15959,0.19967,-0.040585,-0.309793,0.645388,0.058222,-2.137641,-0.216095,0.091842,0.166899,49.99,0
78861,1.139461,0.12488,1.080818,1.215511,-0.929668,-0.81111,-0.265419,-0.055818,0.361845,-0.044948,-0.133056,0.2131,-0.188202,0.185958,1.300912,0.411015,-0.480669,-0.023405,-0.621659,-0.115059,-0.028754,-0.121632,0.085788,0.685709,0.261212,-0.533482,0.044372,0.043241,23.63,0
60011,1.204805,0.787729,-0.480295,1.739493,0.077195,-1.405862,0.417049,-0.253014,-0.004077,-0.862121,0.232976,-0.154828,-0.62784,-1.805169,0.217287,0.227241,1.672244,0.426894,-0.568035,-0.141211,-0.13535,-0.219018,-0.134742,0.53598,0.786745,-0.278508,0.033722,0.062797,1,0
69657,-1.493647,1.871608,0.321597,0.05177,-0.790534,-1.145322,-0.084012,0.857722,-0.192872,-0.314466,-0.64052,-0.288168,-0.785823,0.267721,0.962235,0.638475,0.38433,0.032711,-0.15301,0.082234,-0.253123,-0.844851,0.110199,0.292945,-0.048053,0.089118,0.207415,0.080788,8.99,0
123631,2.23477,-0.704858,-1.502711,-1.000503,-0.322537,-0.909624,-0.392054,-0.297829,-0.5117,0.871441,-0.677607,-0.768174,0.025617,0.056302,0.443209,0.875398,0.171294,-1.313504,0.38703,-0.02504,0.425579,1.214592,0.026223,0.728208,0.209526,0.042008,-0.04183,-0.060447,12,0
119888,-4.582128,-5.431837,-0.993785,1.473711,7.349035,-4.889539,-2.402126,-0.657222,-0.019941,1.035691,-0.793793,0.136105,0.204606,0.624909,0.459525,-1.222493,0.122115,-0.650076,1.370887,-0.929587,0.020624,1.010293,-1.261056,0.939577,-0.412953,1.054768,0.785324,-0.403723,100,0
96651,2.001787,0.05305,-0.487289,0.658727,-0.181267,-0.844963,-0.060867,-0.357343,2.110293,-0.592652,0.35318,-1.117084,3.103865,1.273588,-0.711979,-0.215069,0.292475,-0.616056,0.056948,-0.179146,-0.60262,-1.290674,0.460148,-0.12165,-0.424792,-0.885047,-0.004908,-0.038882,12.99,0
68044,-1.173776,-0.000387,1.339646,-1.004499,-2.427309,1.591521,-0.179899,0.529519,-0.133702,0.113983,-0.749805,0.361953,-0.043873,-0.866373,-2.077619,-1.371557,0.217476,1.872818,0.484827,-0.836323,-0.289022,-0.012439,-0.243703,-0.403268,-0.120239,1.185484,-0.428162,-0.103335,228.95,0
148629,-1.683028,-1.320588,1.314028,-0.801251,0.565456,-0.046291,1.385198,-0.827296,1.061867,-0.195076,-0.891441,-0.6306,-0.208756,-0.820068,0.982977,0.270105,-1.161288,0.415028,-0.203001,-0.198442,-0.034017,0.744084,-0.265625,0.644264,-0.039959,-0.010463,-0.47099,-0.350743,292,0
39068,1.369885,-0.673641,0.246406,-0.70174,-0.948678,-0.470385,-0.666927,0.035843,-0.640911,0.754985,0.700053,-0.607988,-1.376666,0.15034,-0.599082,1.093007,0.253453,-0.909509,1.240331,-0.000936,0.027555,-0.015583,-0.070976,-0.007721,0.503094,-0.246759,-0.008761,-0.002109,17.95,0
128957,-0.960764,1.730124,-0.231532,0.404979,0.692751,-0.870651,1.476637,0.049228,-1.006606,-1.334857,-0.73766,0.255475,0.594253,-0.741733,-0.474519,0.090271,0.661268,0.002158,-0.545089,-0.217411,-0.061631,-0.234124,-0.256122,-0.19817,0.364767,-0.730815,-0.094,0.05439,74.27,0
33408,-2.134365,1.144015,-0.544244,-2.298052,-0.518294,0.217449,0.018768,1.329479,0.329828,-2.004987,-0.05551,1.717129,0.695418,0.892027,-0.437418,-0.008697,-0.268393,0.192944,0.360898,-0.462133,-0.017744,-0.107702,-0.036461,-1.143432,0.313601,-0.951406,-0.108437,-0.180686,88.97,0
118480,1.872476,-0.076679,-1.87409,0.614714,0.11016,-1.472587,0.40862,-0.41858,0.579304,-0.559356,-0.37153,0.029472,0.021913,-0.814701,0.92473,0.266392,0.456931,0.584639,-0.455967,-0.002733,0.24498,0.66359,-0.115645,-0.09176,0.225857,-0.110002,-0.019593,-0.012481,100.95,0
132454,-2.061483,1.641567,-1.192412,-1.722827,2.902106,4.638144,-0.356431,-4.635032,2.164227,1.964215,0.630275,0.178487,-0.42128,-0.655159,2.243749,-2.778877,0.540149,-0.250747,3.429261,-0.454351,3.635734,-1.272928,0.418075,0.624839,-0.538,-1.04562,-2.046863,-0.729384,0,0
34385,-0.761216,0.252526,1.419976,0.766085,0.723207,-0.796964,0.023062,0.128136,-0.484986,-0.424382,-0.121742,-0.553229,-0.809171,-0.041594,1.795985,-0.27261,0.717701,-0.297472,0.584623,0.196332,-0.102417,-0.512633,0.178542,0.011425,-0.628469,0.20823,0.101251,0.160419,6.28,0
71854,-0.311103,0.918231,-0.690738,-0.561783,2.228587,3.391386,-0.279272,1.315235,-0.640029,-0.502946,-0.48622,-0.043742,-0.000781,0.645703,0.854501,0.537149,-0.819735,0.492714,0.070559,-0.110068,0.050311,-0.118423,-0.041772,0.978038,-0.06167,-0.510215,-0.044038,-0.022044,3.68,0
125972,-0.071366,0.803876,-1.985558,-2.289061,3.799091,2.831044,1.518027,0.172586,-0.071839,0.264618,0.057252,-0.297587,-0.529901,0.439205,0.320419,-0.919747,-0.701666,-0.571721,-0.283087,0.263411,0.107738,0.828846,-0.27545,0.752043,-0.274373,0.057106,0.201053,-0.128614,15.41,0
82420,-1.622469,-0.365092,1.471231,0.159893,2.32055,-1.503829,0.461984,-0.168666,-0.892814,-0.199139,0.847772,0.305419,-0.472612,0.516289,-0.418259,0.097154,-0.93266,0.388403,-0.246492,0.311512,0.14596,0.074856,-0.285208,-0.004535,0.889841,-0.39461,-0.210346,-0.155458,0.89,0
78040,-0.923823,0.410134,2.314596,-2.079215,-0.463166,0.0053,0.052016,0.43796,1.120301,-1.527311,1.13621,0.759324,-1.098041,0.051193,0.324713,-0.351191,-0.297507,0.415095,-0.053222,-0.053321,0.057905,0.392914,-0.3357,0.006634,0.442138,-0.742003,0.361436,0.122556,1,0
60100,1.27445,0.012311,0.246973,-0.082886,-0.360613,-0.574366,-0.129553,-0.087449,-0.071526,0.038097,1.175162,0.950784,0.483979,0.292178,0.322484,0.511994,-0.703621,0.227595,0.335199,-0.025737,0.096153,0.317752,-0.128388,0.101688,0.431773,1.116656,-0.082663,-0.011636,2.75,0
122304,2.076732,0.026382,-1.179597,1.749306,0.577212,0.351102,-0.076971,-0.098266,-0.421101,1.044706,-1.836849,0.06584,1.095659,-0.412067,-1.347868,0.797361,-0.603941,-0.874911,-0.32434,-0.072478,-0.059691,0.000511,0.107765,0.118565,-0.192656,2.350093,-0.197257,-0.08427,7.86,0
7128,-1.047896,0.30127,3.583129,1.163177,-0.67887,0.617245,-0.225985,0.318832,2.347384,-0.643688,-1.105165,-3.660001,-1.038131,0.309064,-3.163201,0.261636,0.729438,-0.012083,-1.070066,-0.06777,-0.353557,-0.337292,-0.248266,0.319806,0.234456,0.869996,0.042011,-0.108583,26.38,0
131276,2.086512,-1.00206,-1.639866,-1.023466,-0.511842,-1.003799,-0.317793,-0.155812,-0.576252,1.066609,0.531215,-1.21133,-2.283122,0.834665,-0.123837,1.203842,0.030081,-0.956197,1.005461,-0.059805,0.094633,-0.054796,0.145259,-0.459539,-0.170635,-0.306874,-0.076055,-0.070968,72.75,0
117681,-0.908209,0.058014,2.156531,-0.635852,0.695672,2.061685,0.152776,0.591753,-0.039142,-0.6711,1.65599,0.575759,-0.646317,-0.087736,0.809882,-1.124026,0.634169,-1.207034,-1.049707,0.053557,0.353119,1.303774,-0.279366,-1.212742,0.132778,0.894415,-0.099613,-0.18644,50.23,0
170473,-1.217692,0.560037,1.787479,1.00085,0.416975,0.596136,0.51797,0.245693,-0.150219,-0.2277,0.195166,0.962718,0.025518,-0.239401,-1.429947,-0.674216,0.026314,-0.120427,1.674776,0.15122,-0.522582,-1.205463,-0.181011,-0.447342,0.402682,-0.787015,0.276872,0.131432,79.95,0
78481,-1.010721,1.081874,0.640008,-1.28869,-0.115989,-1.113313,0.810706,0.02379,0.477316,0.370544,0.948338,0.14753,-1.638766,0.222669,-1.213778,-0.021564,-0.440154,-0.143045,-0.246537,0.167853,-0.060238,0.296645,-0.078788,0.582136,-0.501394,0.764543,0.053806,-0.175901,4.9,0
57927,-2.138588,-0.14384,0.307405,-0.772574,-3.850581,1.810778,3.389688,-0.055675,-0.276709,-1.38339,0.429678,-0.239953,-1.236761,0.298339,-0.486323,1.132513,-0.640801,0.480152,0.015349,-0.685313,-0.170906,-0.077125,-0.116847,0.093652,0.310471,0.942694,0.11586,-0.341952,814,0
46264,1.255367,0.14924,0.154947,0.53768,-0.224697,-0.749144,0.129677,-0.18886,0.094037,-0.057959,-0.751348,0.002684,0.020463,0.312862,1.002887,0.366494,-0.536361,-0.328172,0.075113,-0.054412,-0.22489,-0.700288,0.00133,-0.1148,0.367011,0.202746,-0.042028,0.013684,26.03,0
71925,-0.081,-2.541449,0.628567,1.0535,-1.360806,1.817595,-0.477774,0.479458,-0.46811,0.253234,0.342091,0.522868,0.244609,-0.088652,1.568648,-2.483712,1.19094,-0.537818,-3.026043,0.51427,0.112607,-0.265874,-0.265654,-0.66146,-0.309052,-0.350557,0.051615,0.134835,600,0
162619,-0.772336,-0.448467,0.010341,-0.647727,-0.25159,-0.440783,2.575092,-0.389534,-0.342279,-0.69863,0.466176,-0.592172,-2.394774,0.709249,-1.259653,0.154423,-0.743882,0.125781,-0.444266,0.535618,0.116063,-0.271007,0.633729,-0.012291,0.277037,0.078988,-0.373191,-0.215636,375.25,0
162181,-2.981814,-1.6533,1.454859,-1.849831,0.470796,-2.234911,-0.454558,0.564085,0.611512,-1.754983,-0.780441,0.034416,-0.888139,0.432061,0.339413,0.749422,-0.534859,-0.190171,-1.143735,0.618009,0.075797,-0.834942,0.062521,0.440886,0.324242,0.245262,0.070125,-0.280715,100,0
121288,-0.822368,0.861601,1.702926,-0.508466,0.248781,-1.539152,1.126871,-0.245338,-0.629068,-0.929156,-0.125151,0.180728,-0.373955,0.258437,-0.286894,-0.398108,0.035038,-0.980613,-0.203029,-0.061415,-0.214698,-0.692305,-0.166923,0.930948,0.384751,0.262643,-0.052427,0.053356,5.55,0
44509,-0.761497,0.008143,0.877294,0.112195,1.570069,0.443068,0.527605,0.074203,0.092168,-0.12973,-0.145186,0.208596,-0.742429,-0.085043,-1.284291,-0.045573,-0.789813,0.028295,-0.241018,-0.200956,-0.076477,0.066521,0.011536,-1.180483,0.087241,-0.511597,-0.202294,-0.153257,1,0
121437,2.153285,-0.976232,-1.890031,-1.287438,0.074018,-0.05999,-0.475378,-0.112688,-0.672433,1.01919,0.10211,-0.412067,0.146288,0.170247,-0.193327,1.456804,-0.504231,-0.360269,1.071144,0.1436,0.457371,1.139287,-0.16361,-0.239116,0.288227,0.07998,-0.057543,-0.068639,69.8,0
68967,1.1654,0.213699,0.860467,1.559471,-0.627823,-0.6139,-0.030161,-0.132137,0.39397,-0.147578,-0.428065,1.019788,0.656184,-0.298187,-0.548436,-0.51089,0.064441,-0.604356,-0.165669,-0.116149,-0.049528,0.142767,-0.071655,0.763217,0.686838,-0.322009,0.045736,0.028541,8,0
85901,-1.447566,0.552703,1.403104,0.895915,-0.519838,0.798412,-0.174318,0.697127,0.542228,0.329311,0.332704,-0.246199,-2.032965,0.257526,0.041461,-0.336135,0.129178,0.645099,0.600665,0.050989,0.141717,0.765479,-0.262252,-0.310493,-0.13349,-0.165628,0.160324,-0.035324,72.22,0
32536,-1.261147,-0.580603,1.262681,-3.349544,0.114977,-1.718376,0.931607,-0.15259,1.410347,-2.669454,0.234797,1.46344,0.335478,-0.038144,0.144365,-1.200071,-0.007283,-0.937098,-0.787402,0.127135,0.099292,0.12177,0.239888,0.601294,0.200521,-1.254876,0.091796,0.145484,117.99,0
124131,-0.255784,-0.907851,0.262089,-3.189887,1.009156,-0.724642,0.320741,-0.689104,-1.951076,1.326842,-1.629253,-1.663289,0.552239,-0.766344,-0.421688,-0.378053,-0.412758,0.342174,-0.683301,-0.27001,0.018994,0.718534,-0.410611,0.054523,-0.064516,-0.145203,-0.307898,-0.24857,15,0
80747,1.257585,0.128703,0.402047,0.748552,-0.306621,-0.486298,0.025613,-0.158601,0.366993,-0.216749,-0.847083,0.783177,0.829125,-0.250835,-0.272589,-0.215526,-0.144444,-0.69506,0.348433,-0.056325,-0.246348,-0.485993,-0.04102,0.091846,0.529217,0.288335,-0.017616,0.011087,7.03,0
55547,1.398367,-0.613941,0.484987,-0.444938,-1.193678,-0.843468,-0.624266,-0.109581,-0.28874,0.522313,-0.766445,-0.875486,-0.976649,-0.26525,-0.37763,0.623795,0.738199,-1.645056,0.946868,-0.02534,-0.03489,-0.050669,-0.017794,0.397117,0.524172,-0.241003,0.007734,0.010643,7,0
152609,-0.380008,1.021023,-1.192568,-1.385173,0.163599,-1.649436,0.978796,-0.132595,-1.71714,0.661218,-1.11228,0.233362,1.165612,0.541308,-0.591888,-1.832426,-0.102647,0.72841,-1.06687,-0.397504,-0.131769,0.270032,0.067267,0.085078,-0.85701,0.413181,0.438871,0.300144,27.72,0
45396,1.080493,-0.488378,0.065247,0.150653,-0.943189,-0.91439,-0.294321,-0.285063,-1.038732,0.059255,0.107195,0.4828,2.080513,-1.770203,1.049081,-0.699335,0.763696,1.81409,-1.400588,-0.057664,-0.162442,-0.160004,-0.185734,0.353585,0.342765,0.64096,0.00085,0.078436,144.9,0
118888,2.017297,0.009096,-1.681833,0.804532,-0.019076,-1.194171,-0.002772,-0.190718,1.017983,-0.642952,-0.744987,-0.558078,-1.461889,-1.437865,-0.23703,0.114813,1.371336,0.243201,-0.186441,-0.268067,-0.039684,0.146246,0.057559,-0.116564,0.031195,0.645831,-0.046275,-0.033021,6.99,0
96452,2.054855,-1.580032,-1.069277,-1.49104,-0.469373,1.029978,-1.347756,0.142727,0.050066,1.024659,0.544347,-2.981407,2.269237,1.037542,-0.102951,-1.542377,2.071967,-1.15772,-1.519894,-0.411775,-0.107515,0.430928,0.242987,-0.400386,-0.345123,-0.044602,0.023286,-0.051811,79.5,0
147944,1.987442,-0.426639,-0.619199,0.146386,-0.12784,0.507217,-0.718984,0.174984,1.12324,-0.025946,0.255961,1.335485,0.939052,-0.208868,-0.22093,0.445996,-1.048248,0.839895,0.302366,-0.109607,0.206956,0.820563,0.054521,0.136286,0.00292,-0.229969,0.037196,-0.044166,9.99,0
121754,-0.829961,-0.018103,0.837545,-2.455173,1.37001,-1.152149,0.886116,-0.394523,0.115734,-1.247853,1.061534,1.1306,0.863708,0.255787,0.646068,-0.88882,-0.562648,0.601087,1.480878,0.325989,0.293244,0.976759,-0.645853,-0.358581,1.059052,0.178403,-0.164646,-0.182494,7.38,0
72240,1.241973,0.136699,0.379219,0.433821,-0.329661,-0.496758,-0.102636,0.00767,-0.07277,0.127131,1.051234,0.530236,-0.497197,0.572099,0.441814,0.632986,-0.74984,0.157804,0.301598,-0.123583,-0.237198,-0.757095,0.093128,-0.029125,0.205499,0.100501,-0.038277,0.003622,0.89,0
136941,-0.243054,0.852002,-0.224557,-0.272503,1.740248,-1.616813,1.893884,-0.835183,-0.985635,-0.325075,-0.510049,0.297446,0.827071,0.45245,0.152334,-1.696405,0.210212,-0.550528,1.197198,0.211959,0.338868,1.298424,-0.640344,0.132095,0.780293,0.621239,-0.123669,-0.120684,4.4,0
136315,2.240471,-1.192462,-2.221432,-1.76437,0.281293,0.383913,-0.492571,-0.074351,-1.874771,1.511564,-0.357393,-0.48723,0.523882,0.052147,0.057618,-2.201623,1.622742,-1.887744,-1.053499,-0.511614,0.03866,0.762853,0.102279,-0.307629,0.194644,0.176611,0.003813,-0.080662,18.95,0
28408,-0.410121,0.961772,1.542377,-0.020524,-0.180775,-0.931558,0.613463,0.005828,-0.20319,-0.273178,-0.614015,-0.721873,-1.2349,0.393828,0.986604,0.257042,-0.320284,-0.198349,0.022407,0.011331,-0.243667,-0.6979,-0.011366,0.331884,-0.237875,0.075463,0.257739,0.118129,0.89,0
74874,-1.385059,1.070704,1.037719,-0.072787,-0.385085,-0.683991,0.183967,0.433627,-0.448216,0.002152,1.016683,0.271355,-0.94626,0.726283,0.264054,0.550875,-0.45458,0.281012,0.342826,-0.21625,-0.137064,-0.548953,0.260321,0.279647,-0.207273,0.032207,-0.245329,0.065235,16.27,0
40267,1.117677,-0.161429,0.542433,0.845031,-0.662498,-0.585182,-0.0248,-0.153311,0.540542,-0.271278,-0.677652,0.772235,0.511203,-0.296873,-0.445765,-0.378375,0.072593,-0.64595,0.198011,0.036847,-0.050916,-0.003953,-0.141466,0.483996,0.56086,0.535382,-0.031308,0.020686,64.98,0
131015,1.848659,-0.532118,-0.717374,0.367071,-0.354625,-0.3635,-0.207709,-0.139009,1.135688,-0.223631,-1.274042,0.710418,0.97293,-0.153898,0.611511,0.338602,-0.818056,-0.123915,0.186333,0.041089,-0.203754,-0.627847,0.211884,-0.680517,-0.356434,-0.635371,0.015904,-0.01981,105.41,0
82146,-0.828944,0.621456,2.189889,-0.742475,-0.437937,-0.771364,0.918179,-0.087828,-0.169783,-1.145527,-0.440425,0.454164,0.210694,-0.363914,-0.733087,-0.101672,-0.047753,-0.91764,-0.206782,0.054998,-0.217483,-0.639486,-0.047048,0.771025,0.200048,0.714098,-0.062949,0.055905,59.95,0
162634,-0.164488,0.471092,-0.409323,-2.41545,1.138463,-0.451227,0.934965,-0.33121,-1.314502,0.01615,0.90469,-0.10613,0.820608,-1.744395,-1.590494,1.486772,0.404181,-0.7239,0.395696,0.271444,-0.064757,-0.009641,-0.288314,0.112587,0.256501,-0.429072,-0.038243,-0.140021,25,0
144618,2.202632,-0.612441,-1.514066,-1.085966,-0.240387,-1.045974,-0.183079,-0.329306,-0.998701,1.017219,0.97203,0.279117,0.548174,0.252198,-0.490214,1.119447,-0.186898,-1.229672,1.072318,0.016536,0.088794,0.184603,0.15383,-0.325097,-0.040605,-0.316226,-0.050313,-0.073756,17.99,0
72344,1.232911,0.276531,0.183641,0.503544,-0.171203,-0.564008,-0.032761,-0.026174,-0.178284,-0.109002,1.30895,0.721859,0.02327,-0.075219,0.437014,0.779183,-0.365279,0.325241,0.215473,-0.066646,-0.258426,-0.79326,0.076853,-0.041651,0.223196,0.097711,-0.02881,0.01725,3.58,0
135812,-0.618657,1.250221,-2.428952,-2.309787,3.497831,2.723984,1.08779,0.621857,-0.045799,0.360172,-0.06976,-0.123227,-0.471099,0.685874,0.293363,-0.825371,-0.539634,-0.551368,-0.316657,0.282234,0.121969,0.796102,-0.214362,0.746345,-0.199863,0.063839,0.173242,-0.126043,0.77,0
45675,-1.253154,1.484411,1.062452,-0.996971,0.159063,-1.024009,0.671787,0.351528,-0.541842,-1.216814,0.134331,0.963683,1.11637,-0.415645,-0.113725,0.683325,-0.16338,-0.995097,-2.301825,-0.205793,-0.1081,-0.412775,0.070686,0.363118,-0.336386,-0.260137,0.066612,0.130323,2.18,0
4564,1.00734,-1.268269,0.804611,0.136104,-1.633237,-0.300999,-0.772094,-0.102115,1.41387,-0.00726,-0.368569,-2.709463,0.923654,0.988203,-1.613286,-1.914937,1.370277,1.004995,-0.479947,-0.257023,-0.586067,-1.076901,-0.084323,0.371567,0.169164,1.011535,-0.08515,0.031151,178.9,0
156425,1.616543,-2.023634,-1.131112,-1.161137,-0.447106,1.771263,-1.304793,0.599187,0.104057,0.741529,0.693945,-0.682612,-1.188802,0.104269,0.929442,1.031067,0.373717,-1.309043,-0.289765,0.30282,0.596577,1.225975,-0.020697,-0.938456,-0.469991,-0.003293,0.004095,-0.029772,235,0
117385,-1.364601,-0.350611,3.007412,0.511529,0.194795,0.865765,-0.749215,0.655023,0.655106,-0.839261,-0.302754,0.717241,-0.132851,-0.776146,-1.396535,0.361967,-0.700403,1.105667,-0.013503,0.153834,0.281141,0.823843,-0.343019,-0.460763,0.634386,-0.376703,0.110085,0.085196,35,0
29535,1.025173,-0.272328,0.864368,1.433482,-0.711213,0.21339,-0.404029,0.196265,0.991768,-0.275382,-0.890972,0.189347,-0.965551,-0.156986,-0.213421,-0.645659,0.371316,-0.620175,-0.35153,-0.136999,0.00552,0.1987,-0.119174,0.092485,0.555979,-0.249956,0.059817,0.031204,59.94,0
167938,2.126266,-0.088406,-1.544069,0.12852,0.470068,-0.367906,0.100213,-0.181977,0.603264,0.071563,-1.455082,0.068647,0.064523,0.245705,0.155762,0.148046,-0.576247,-0.57031,0.44175,-0.18018,-0.346421,-0.906278,0.285704,0.026473,-0.184486,0.208763,-0.077595,-0.060905,1.29,0
116629,-0.335788,0.099341,0.936184,-0.864577,0.251297,0.088367,0.317407,0.020506,0.60031,-0.852864,1.067106,0.589395,0.31683,-1.800262,-0.556546,1.419976,-0.502494,1.110401,-1.018747,-0.088954,0.080667,0.447406,0.301048,0.678585,-0.979683,0.074692,-0.145451,-0.117229,65.85,0
134278,2.098511,-0.023206,-2.520713,0.363066,0.695506,-1.297589,0.74617,-0.347808,-0.004433,0.507769,0.217882,-0.653121,-2.836208,1.546546,-0.614923,-0.453972,-0.26779,0.14325,0.357823,-0.39592,0.277484,0.829987,-0.203491,-0.363189,0.591001,0.736866,-0.142967,-0.111376,10,0
126234,-2.335687,1.621168,-0.766071,0.022683,1.555848,4.443106,-1.082285,2.455912,-0.279768,-0.619573,-0.968503,0.677096,-0.26691,0.67778,-0.45674,-0.639747,0.76386,-0.633191,1.169132,-0.080682,-0.463959,-1.474224,0.043495,0.63084,0.532091,-0.774034,-0.122774,-0.021536,26.46,0
